Instance,Pred_class,class,Matches,x,y,Mix,Account_Balance,Duration_of_Credit,Payment_Status_of_Previous_Credit,Credit_Amount,Value_Savings,Length_emp,Installment,Duration_current_add,Age,class_new
942,0,0,Match,-0.419492176,0.499311264,"R2,R22,R57,R76,R105,R135,R168,R187,R217,R244",1,10,2,1546,2,3,3,2,31,1
943,0,0,Match,-0.011008987,0.440019383,"R2,R25,R65,R80,R105,R135,R179,R186,R209,R244",1,24,2,929,1,4,4,2,31,1
944,0,0,Match,-0.206320126,0.558923018,"R2,R25,R64,R82,R104,R135,R169,R187,R217,R230",1,4,1,1455,2,4,2,1,42,1
945,0,0,Match,0.097158672,-0.447062028,"R20,R27,R60,R78,R110,R147,R179,R191,R228,R250",2,15,2,1845,2,2,4,1,46,1
946,0,0,Match,-0.521231951,-0.165136667,"R21,R46,R52,R99,R121,R151,R177,R205,R228,R254",3,48,4,8358,4,2,1,1,30,1
947,0,1,NonMatch,0.66933902,-0.294234092,"R21,R47,R60,R85,R115,R150,R179,R195,R228,R251",2,24,3,3349,4,2,4,4,30,2
948,0,0,Match,-0.350306613,0.379413867,"R2,R22,R57,R76,R105,R137,R179,R187,R207,R247",1,12,2,2859,1,1,4,4,38,1
949,0,1,NonMatch,-0.381958656,0.385686636,"R2,R22,R57,R77,R105,R135,R179,R187,R216,R243",1,18,2,1533,2,2,4,1,43,2
950,0,1,NonMatch,-0.103739401,0.601964478,"R2,R25,R65,R82,R104,R136,R175,R187,R217,R247",1,24,2,3621,3,5,2,4,31,2
951,0,0,Match,0.373579496,-0.463723103,"R18,R27,R59,R78,R112,R147,R177,R192,R228,R241",3,18,1,3590,2,1,3,3,40,1
952,1,1,Match,0.687540263,0.270531008,"R11,R36,R70,R92,R113,R152,R158,R190,R223,R235",2,36,0,2145,2,4,2,1,24,2
953,0,1,NonMatch,0.574199719,-0.393036263,"R21,R28,R60,R79,R115,R150,R177,R205,R228,R250",3,24,2,4113,4,2,3,4,28,2
954,1,1,Match,0.570946462,0.44038364,"R4,R30,R57,R98,R129,R138,R179,R201,R220,R245",1,36,2,10974,2,1,4,2,26,2
955,0,0,Match,0.097158672,-0.447062028,"R20,R27,R60,R78,R110,R147,R179,R191,R228,R250",2,12,2,1893,2,3,4,4,29,1
956,0,0,Match,0.349813359,0.104126207,"R18,R28,R75,R82,R115,R150,R181,R191,R228,R241",2,24,1,1231,5,5,4,4,57,1
957,0,0,Match,0.152427341,0.02660604,"R18,R27,R70,R82,R113,R147,R181,R192,R212,R241",4,30,1,3656,1,5,4,4,49,1
958,0,0,Match,0.302811205,-0.661010904,"R16,R26,R69,R80,R110,R144,R173,R191,R228,R234",3,9,1,1154,2,5,2,4,37,1
959,0,1,NonMatch,0.266181666,-0.449495421,"R20,R27,R60,R78,R113,R147,R178,R205,R228,R250",2,28,2,4006,2,3,3,2,45,2
960,0,0,Match,0.282913461,-0.195550941,"R20,R27,R75,R82,R115,R149,R181,R191,R228,R250",3,24,2,3069,3,5,4,4,30,1
961,0,0,Match,-0.152185399,0.555066948,"R2,R25,R65,R82,R104,R135,R169,R187,R217,R230",1,6,1,1740,2,5,2,2,30,1
962,0,0,Match,0.320147061,-0.554523541,"R15,R27,R51,R78,R112,R147,R178,R190,R228,R237",3,21,0,2353,2,3,1,4,47,1
963,0,0,Match,-0.402578088,0.544175502,"R2,R22,R57,R77,R105,R135,R175,R187,R209,R244",1,15,2,3556,1,3,3,2,29,1
964,0,1,NonMatch,-0.146830379,0.583279457,"R2,R25,R65,R82,R107,R135,R175,R187,R217,R244",1,24,2,2397,4,5,3,2,35,2
965,0,0,Match,-0.348004937,-0.623900692,"R10,R26,R60,R78,R110,R142,R157,R191,R222,R249",3,6,2,454,2,2,3,1,22,1
966,0,0,Match,-0.061157867,-0.443849924,"R11,R27,R62,R78,R113,R147,R179,R191,R215,R250",3,30,2,1715,1,3,4,1,26,1
967,0,1,NonMatch,0.32790828,-0.718884685,"R12,R29,R60,R79,R115,R150,R161,R191,R225,R241",3,27,1,2520,4,3,4,2,23,2
968,0,0,Match,-0.11350344,0.522481792,"R2,R25,R65,R82,R105,R135,R181,R187,R217,R244",1,15,2,3568,2,5,4,2,54,1
969,0,0,Match,0.428639208,0.591030831,"R4,R31,R65,R97,R126,R139,R175,R197,R209,R247",1,42,2,7166,1,4,2,4,29,1
970,0,0,Match,-0.439512392,-0.351210861,"R16,R26,R51,R78,R110,R141,R168,R192,R228,R230",2,11,1,3939,2,3,1,2,40,1
971,0,0,Match,-0.025238634,-0.672881618,"R10,R27,R60,R78,R115,R149,R161,R191,R225,R250",3,15,2,1514,3,3,4,2,22,1
972,0,0,Match,-0.613317815,0.130560006,"R3,R23,R51,R77,R129,R138,R175,R203,R217,R247",1,24,2,7393,2,3,1,4,43,1
973,1,1,Match,0.738816306,-0.119026273,"R19,R39,R53,R84,R113,R148,R177,R195,R228,R251",2,24,3,1193,2,1,1,4,29,2
974,1,1,Match,0.623942755,0.090596602,"R20,R36,R72,R97,R129,R154,R181,R205,R228,R255",2,60,2,7297,2,5,4,4,36,2
975,0,0,Match,-0.291690511,0.458431856,"R2,R23,R57,R77,R105,R135,R179,R187,R217,R239",1,30,1,2831,2,3,4,2,33,1
976,0,0,Match,0.413974147,-0.567183353,"R21,R28,R60,R79,R115,R150,R178,R191,R228,R250",4,24,2,1258,4,3,3,3,57,1
977,0,0,Match,-0.430265707,-0.499044206,"R20,R26,R51,R78,R111,R142,R173,R191,R227,R249",3,6,2,753,2,3,2,3,64,1
978,0,0,Match,0.135164258,0.05326757,"R18,R27,R70,R82,R112,R147,R181,R190,R212,R237",3,18,0,2427,1,5,4,2,42,1
979,0,1,NonMatch,0.098956737,0.507082717,"R2,R24,R65,R82,R105,R131,R181,R183,R217,R237",1,24,0,2538,2,5,4,4,47,2
980,1,1,Match,0.756791318,0.263040311,"R10,R44,R52,R87,R115,R149,R165,R195,R222,R252",3,15,3,1264,3,3,2,2,25,2
981,0,1,NonMatch,0.320237574,-0.020252837,"R16,R27,R70,R82,R124,R147,R178,R205,R228,R241",3,30,1,8386,2,4,2,2,49,2
982,0,1,NonMatch,0.558911369,0.507778446,"R4,R33,R58,R97,R129,R138,R175,R200,R220,R243",1,48,2,4844,2,1,3,2,33,2
983,0,0,Match,0.268595483,-0.504423537,"R19,R27,R51,R78,R115,R149,R177,R191,R228,R250",4,21,2,2923,3,3,1,1,28,1
984,1,1,Match,0.642245414,0.145906687,"R13,R36,R51,R100,R129,R152,R177,R204,R228,R255",2,36,2,8229,2,3,2,2,26,2
985,0,0,Match,-0.141887321,0.563691727,"R2,R25,R65,R82,R104,R135,R175,R187,R217,R239",1,24,1,2028,2,4,2,2,30,1
986,0,0,Match,-0.116449222,-0.625358853,"R8,R27,R60,R78,R110,R147,R164,R191,R225,R232",2,15,1,1433,2,3,4,3,25,1
987,0,0,Match,0.706378731,-0.028350593,"R20,R43,R52,R97,R119,R151,R177,R205,R228,R253",4,42,4,6289,2,2,2,1,33,1
988,0,0,Match,-0.557261701,0.411403965,"R2,R22,R49,R76,R104,R137,R175,R187,R216,R247",1,13,2,1409,3,1,2,4,64,1
989,1,0,NonMatch,0.376350244,-0.305163369,"R20,R27,R59,R78,R129,R147,R179,R205,R228,R255",2,24,2,6579,2,1,4,2,29,1
990,0,0,Match,0.165625346,-0.11586067,"R18,R27,R70,R82,R113,R147,R181,R191,R228,R241",3,24,1,1743,2,5,4,2,48,1
991,0,0,Match,-0.541296162,0.330066098,"R2,R22,R51,R76,R104,R135,R175,R187,R207,R230",1,12,1,3565,1,2,2,1,37,1
992,0,0,Match,-0.616571943,0.306432353,"R6,R47,R66,R84,R105,R137,R182,R187,R217,R247",1,15,3,1569,3,5,4,4,34,1
993,0,0,Match,-0.072978308,-0.2856959,"R11,R27,R70,R82,R112,R147,R161,R191,R214,R250",2,18,2,1936,1,4,2,4,23,1
994,1,0,NonMatch,0.536236843,-0.109133353,"R20,R36,R62,R95,R113,R153,R179,R205,R228,R250",2,36,2,3959,2,1,4,3,30,1
995,0,0,Match,0.014645029,0.560531045,"R2,R25,R65,R82,R105,R137,R181,R187,R210,R247",1,12,2,2390,1,5,4,3,50,1
996,0,0,Match,-0.100115181,0.568224652,"R2,R25,R65,R82,R105,R136,R175,R187,R217,R247",1,12,2,1736,2,4,3,4,31,1
997,0,0,Match,0.265796753,-0.39136231,"R20,R27,R62,R78,R113,R147,R179,R192,R228,R250",2,30,2,3857,2,3,4,4,40,1
998,0,0,Match,0.020383347,0.643165398,"R2,R25,R65,R80,R105,R137,R181,R186,R217,R247",1,12,2,804,2,5,4,4,38,1
999,1,1,Match,0.527829986,-0.511075452,"R11,R36,R62,R93,R113,R154,R162,R191,R225,R250",2,45,2,1845,2,3,4,4,23,2
1000,1,0,NonMatch,0.700711567,0.063448078,"R17,R36,R61,R97,R115,R154,R177,R205,R228,R242",3,45,1,4576,3,1,3,4,27,1
1001,,,,-0.767326871,-0.787279948,,,,,,,,,,,
1002,,,,-0.767326871,-0.761234737,,,,,,,,,,,
1003,,,,-0.767326871,-0.735189525,,,,,,,,,,,
1004,,,,-0.767326871,-0.709144314,,,,,,,,,,,
1005,,,,-0.767326871,-0.683099102,,,,,,,,,,,
1006,,,,-0.767326871,-0.657053891,,,,,,,,,,,
1007,,,,-0.767326871,-0.63100868,,,,,,,,,,,
1008,,,,-0.767326871,-0.604963468,,,,,,,,,,,
1009,,,,-0.767326871,-0.578918257,,,,,,,,,,,
1010,,,,-0.767326871,-0.552873046,,,,,,,,,,,
1011,,,,-0.767326871,-0.526827834,,,,,,,,,,,
1012,,,,-0.767326871,-0.500782623,,,,,,,,,,,
1013,,,,-0.767326871,-0.474737411,,,,,,,,,,,
1014,,,,-0.767326871,-0.4486922,,,,,,,,,,,
1015,,,,-0.767326871,-0.422646989,,,,,,,,,,,
1016,,,,-0.767326871,-0.396601777,,,,,,,,,,,
1017,,,,-0.767326871,-0.370556566,,,,,,,,,,,
1018,,,,-0.767326871,-0.344511354,,,,,,,,,,,
1019,,,,-0.767326871,-0.318466143,,,,,,,,,,,
1020,,,,-0.767326871,-0.292420932,,,,,,,,,,,
1021,,,,-0.767326871,-0.26637572,,,,,,,,,,,
1022,,,,-0.767326871,-0.136149663,,,,,,,,,,,
1023,,,,-0.767326871,0.098257239,,,,,,,,,,,
1024,,,,-0.767326871,0.12430245,,,,,,,,,,,
1025,,,,-0.767326871,0.150347662,,,,,,,,,,,
1026,,,,-0.767326871,0.176392873,,,,,,,,,,,
1027,,,,-0.767326871,0.202438085,,,,,,,,,,,
1028,,,,-0.767326871,0.228483296,,,,,,,,,,,
1029,,,,-0.767326871,0.254528507,,,,,,,,,,,
1030,,,,-0.767326871,0.280573719,,,,,,,,,,,
1031,,,,-0.767326871,0.30661893,,,,,,,,,,,
1032,,,,-0.767326871,0.332664141,,,,,,,,,,,
1033,,,,-0.767326871,0.358709353,,,,,,,,,,,
1034,,,,-0.767326871,0.384754564,,,,,,,,,,,
1035,,,,-0.767326871,0.410799776,,,,,,,,,,,
1036,,,,-0.767326871,0.436844987,,,,,,,,,,,
1037,,,,-0.767326871,0.462890198,,,,,,,,,,,
1038,,,,-0.767326871,0.48893541,,,,,,,,,,,
1039,,,,-0.767326871,0.514980621,,,,,,,,,,,
1040,,,,-0.767326871,0.541025832,,,,,,,,,,,
1041,,,,-0.767326871,0.567071044,,,,,,,,,,,
1042,,,,-0.767326871,0.593116255,,,,,,,,,,,
1043,,,,-0.767326871,0.619161467,,,,,,,,,,,
1044,,,,-0.767326871,0.645206678,,,,,,,,,,,
1045,,,,-0.767326871,0.671251889,,,,,,,,,,,
1046,,,,-0.767326871,0.697297101,,,,,,,,,,,
1047,,,,-0.767326871,0.723342312,,,,,,,,,,,
1048,,,,-0.767326871,0.749387523,,,,,,,,,,,
1049,,,,-0.741281659,-0.787279948,,,,,,,,,,,
1050,,,,-0.741281659,-0.761234737,,,,,,,,,,,
1051,,,,-0.741281659,-0.735189525,,,,,,,,,,,
1052,,,,-0.741281659,-0.709144314,,,,,,,,,,,
1053,,,,-0.741281659,-0.683099102,,,,,,,,,,,
1054,,,,-0.741281659,-0.657053891,,,,,,,,,,,
1055,,,,-0.741281659,-0.63100868,,,,,,,,,,,
1056,,,,-0.741281659,-0.604963468,,,,,,,,,,,
1057,,,,-0.741281659,-0.578918257,,,,,,,,,,,
1058,,,,-0.741281659,-0.552873046,,,,,,,,,,,
1059,,,,-0.741281659,-0.526827834,,,,,,,,,,,
1060,,,,-0.741281659,-0.500782623,,,,,,,,,,,
1061,,,,-0.741281659,-0.474737411,,,,,,,,,,,
1062,,,,-0.741281659,-0.4486922,,,,,,,,,,,
1063,,,,-0.741281659,-0.422646989,,,,,,,,,,,
1064,,,,-0.741281659,-0.396601777,,,,,,,,,,,
1065,,,,-0.741281659,-0.370556566,,,,,,,,,,,
1066,,,,-0.741281659,-0.344511354,,,,,,,,,,,
1067,,,,-0.741281659,-0.318466143,,,,,,,,,,,
1068,,,,-0.741281659,-0.162194875,,,,,,,,,,,
1069,,,,-0.741281659,-0.136149663,,,,,,,,,,,
1070,,,,-0.741281659,0.176392873,,,,,,,,,,,
1071,,,,-0.741281659,0.202438085,,,,,,,,,,,
1072,,,,-0.741281659,0.254528507,,,,,,,,,,,
1073,,,,-0.741281659,0.280573719,,,,,,,,,,,
1074,,,,-0.741281659,0.30661893,,,,,,,,,,,
1075,,,,-0.741281659,0.332664141,,,,,,,,,,,
1076,,,,-0.741281659,0.358709353,,,,,,,,,,,
1077,,,,-0.741281659,0.384754564,,,,,,,,,,,
1078,,,,-0.741281659,0.410799776,,,,,,,,,,,
1079,,,,-0.741281659,0.436844987,,,,,,,,,,,
1080,,,,-0.741281659,0.462890198,,,,,,,,,,,
1081,,,,-0.741281659,0.48893541,,,,,,,,,,,
1082,,,,-0.741281659,0.514980621,,,,,,,,,,,
1083,,,,-0.741281659,0.541025832,,,,,,,,,,,
1084,,,,-0.741281659,0.567071044,,,,,,,,,,,
1085,,,,-0.741281659,0.593116255,,,,,,,,,,,
1086,,,,-0.741281659,0.619161467,,,,,,,,,,,
1087,,,,-0.741281659,0.645206678,,,,,,,,,,,
1088,,,,-0.741281659,0.671251889,,,,,,,,,,,
1089,,,,-0.741281659,0.697297101,,,,,,,,,,,
1090,,,,-0.741281659,0.723342312,,,,,,,,,,,
1091,,,,-0.741281659,0.749387523,,,,,,,,,,,
1092,,,,-0.715236448,-0.787279948,,,,,,,,,,,
1093,,,,-0.715236448,-0.761234737,,,,,,,,,,,
1094,,,,-0.715236448,-0.735189525,,,,,,,,,,,
1095,,,,-0.715236448,-0.709144314,,,,,,,,,,,
1096,,,,-0.715236448,-0.683099102,,,,,,,,,,,
1097,,,,-0.715236448,-0.657053891,,,,,,,,,,,
1098,,,,-0.715236448,-0.63100868,,,,,,,,,,,
1099,,,,-0.715236448,-0.604963468,,,,,,,,,,,
1100,,,,-0.715236448,-0.578918257,,,,,,,,,,,
1101,,,,-0.715236448,-0.552873046,,,,,,,,,,,
1102,,,,-0.715236448,-0.526827834,,,,,,,,,,,
1103,,,,-0.715236448,-0.500782623,,,,,,,,,,,
1104,,,,-0.715236448,-0.474737411,,,,,,,,,,,
1105,,,,-0.715236448,-0.4486922,,,,,,,,,,,
1106,,,,-0.715236448,-0.422646989,,,,,,,,,,,
1107,,,,-0.715236448,-0.396601777,,,,,,,,,,,
1108,,,,-0.715236448,-0.370556566,,,,,,,,,,,
1109,,,,-0.715236448,-0.344511354,,,,,,,,,,,
1110,,,,-0.715236448,-0.240330509,,,,,,,,,,,
1111,,,,-0.715236448,-0.136149663,,,,,,,,,,,
1112,,,,-0.715236448,-0.110104452,,,,,,,,,,,
1113,,,,-0.715236448,0.072212028,,,,,,,,,,,
1114,,,,-0.715236448,0.254528507,,,,,,,,,,,
1115,,,,-0.715236448,0.280573719,,,,,,,,,,,
1116,,,,-0.715236448,0.30661893,,,,,,,,,,,
1117,,,,-0.715236448,0.332664141,,,,,,,,,,,
1118,,,,-0.715236448,0.358709353,,,,,,,,,,,
1119,,,,-0.715236448,0.384754564,,,,,,,,,,,
1120,,,,-0.715236448,0.410799776,,,,,,,,,,,
1121,,,,-0.715236448,0.436844987,,,,,,,,,,,
1122,,,,-0.715236448,0.462890198,,,,,,,,,,,
1123,,,,-0.715236448,0.48893541,,,,,,,,,,,
1124,,,,-0.715236448,0.514980621,,,,,,,,,,,
1125,,,,-0.715236448,0.541025832,,,,,,,,,,,
1126,,,,-0.715236448,0.567071044,,,,,,,,,,,
1127,,,,-0.715236448,0.593116255,,,,,,,,,,,
1128,,,,-0.715236448,0.619161467,,,,,,,,,,,
1129,,,,-0.715236448,0.645206678,,,,,,,,,,,
1130,,,,-0.715236448,0.671251889,,,,,,,,,,,
1131,,,,-0.715236448,0.697297101,,,,,,,,,,,
1132,,,,-0.715236448,0.723342312,,,,,,,,,,,
1133,,,,-0.715236448,0.749387523,,,,,,,,,,,
1134,,,,-0.689191237,-0.787279948,,,,,,,,,,,
1135,,,,-0.689191237,-0.761234737,,,,,,,,,,,
1136,,,,-0.689191237,-0.735189525,,,,,,,,,,,
1137,,,,-0.689191237,-0.709144314,,,,,,,,,,,
1138,,,,-0.689191237,-0.683099102,,,,,,,,,,,
1139,,,,-0.689191237,-0.657053891,,,,,,,,,,,
1140,,,,-0.689191237,-0.63100868,,,,,,,,,,,
1141,,,,-0.689191237,-0.604963468,,,,,,,,,,,
1142,,,,-0.689191237,-0.578918257,,,,,,,,,,,
1143,,,,-0.689191237,-0.552873046,,,,,,,,,,,
1144,,,,-0.689191237,-0.526827834,,,,,,,,,,,
1145,,,,-0.689191237,-0.500782623,,,,,,,,,,,
1146,,,,-0.689191237,-0.474737411,,,,,,,,,,,
1147,,,,-0.689191237,-0.4486922,,,,,,,,,,,
1148,,,,-0.689191237,-0.370556566,,,,,,,,,,,
1149,,,,-0.689191237,-0.344511354,,,,,,,,,,,
1150,,,,-0.689191237,-0.240330509,,,,,,,,,,,
1151,,,,-0.689191237,-0.110104452,,,,,,,,,,,
1152,,,,-0.689191237,0.202438085,,,,,,,,,,,
1153,,,,-0.689191237,0.228483296,,,,,,,,,,,
1154,,,,-0.689191237,0.332664141,,,,,,,,,,,
1155,,,,-0.689191237,0.358709353,,,,,,,,,,,
1156,,,,-0.689191237,0.384754564,,,,,,,,,,,
1157,,,,-0.689191237,0.410799776,,,,,,,,,,,
1158,,,,-0.689191237,0.436844987,,,,,,,,,,,
1159,,,,-0.689191237,0.462890198,,,,,,,,,,,
1160,,,,-0.689191237,0.48893541,,,,,,,,,,,
1161,,,,-0.689191237,0.514980621,,,,,,,,,,,
1162,,,,-0.689191237,0.541025832,,,,,,,,,,,
1163,,,,-0.689191237,0.567071044,,,,,,,,,,,
1164,,,,-0.689191237,0.593116255,,,,,,,,,,,
1165,,,,-0.689191237,0.619161467,,,,,,,,,,,
1166,,,,-0.689191237,0.645206678,,,,,,,,,,,
1167,,,,-0.689191237,0.671251889,,,,,,,,,,,
1168,,,,-0.689191237,0.697297101,,,,,,,,,,,
1169,,,,-0.689191237,0.723342312,,,,,,,,,,,
1170,,,,-0.689191237,0.749387523,,,,,,,,,,,
1171,,,,-0.663146025,-0.787279948,,,,,,,,,,,
1172,,,,-0.663146025,-0.761234737,,,,,,,,,,,
1173,,,,-0.663146025,-0.735189525,,,,,,,,,,,
1174,,,,-0.663146025,-0.709144314,,,,,,,,,,,
1175,,,,-0.663146025,-0.683099102,,,,,,,,,,,
1176,,,,-0.663146025,-0.657053891,,,,,,,,,,,
1177,,,,-0.663146025,-0.63100868,,,,,,,,,,,
1178,,,,-0.663146025,-0.604963468,,,,,,,,,,,
1179,,,,-0.663146025,-0.578918257,,,,,,,,,,,
1180,,,,-0.663146025,-0.552873046,,,,,,,,,,,
1181,,,,-0.663146025,-0.526827834,,,,,,,,,,,
1182,,,,-0.663146025,-0.500782623,,,,,,,,,,,
1183,,,,-0.663146025,-0.474737411,,,,,,,,,,,
1184,,,,-0.663146025,-0.4486922,,,,,,,,,,,
1185,,,,-0.663146025,-0.318466143,,,,,,,,,,,
1186,,,,-0.663146025,-0.240330509,,,,,,,,,,,
1187,,,,-0.663146025,-0.084059241,,,,,,,,,,,
1188,,,,-0.663146025,-0.058014029,,,,,,,,,,,
1189,,,,-0.663146025,-0.031968818,,,,,,,,,,,
1190,,,,-0.663146025,0.098257239,,,,,,,,,,,
1191,,,,-0.663146025,0.12430245,,,,,,,,,,,
1192,,,,-0.663146025,0.150347662,,,,,,,,,,,
1193,,,,-0.663146025,0.332664141,,,,,,,,,,,
1194,,,,-0.663146025,0.358709353,,,,,,,,,,,
1195,,,,-0.663146025,0.384754564,,,,,,,,,,,
1196,,,,-0.663146025,0.410799776,,,,,,,,,,,
1197,,,,-0.663146025,0.436844987,,,,,,,,,,,
1198,,,,-0.663146025,0.462890198,,,,,,,,,,,
1199,,,,-0.663146025,0.48893541,,,,,,,,,,,
1200,,,,-0.663146025,0.514980621,,,,,,,,,,,
1201,,,,-0.663146025,0.541025832,,,,,,,,,,,
1202,,,,-0.663146025,0.567071044,,,,,,,,,,,
1203,,,,-0.663146025,0.593116255,,,,,,,,,,,
1204,,,,-0.663146025,0.619161467,,,,,,,,,,,
1205,,,,-0.663146025,0.645206678,,,,,,,,,,,
1206,,,,-0.663146025,0.671251889,,,,,,,,,,,
1207,,,,-0.663146025,0.697297101,,,,,,,,,,,
1208,,,,-0.663146025,0.723342312,,,,,,,,,,,
1209,,,,-0.663146025,0.749387523,,,,,,,,,,,
1210,,,,-0.637100814,-0.787279948,,,,,,,,,,,
1211,,,,-0.637100814,-0.761234737,,,,,,,,,,,
1212,,,,-0.637100814,-0.735189525,,,,,,,,,,,
1213,,,,-0.637100814,-0.709144314,,,,,,,,,,,
1214,,,,-0.637100814,-0.683099102,,,,,,,,,,,
1215,,,,-0.637100814,-0.657053891,,,,,,,,,,,
1216,,,,-0.637100814,-0.63100868,,,,,,,,,,,
1217,,,,-0.637100814,-0.604963468,,,,,,,,,,,
1218,,,,-0.637100814,-0.578918257,,,,,,,,,,,
1219,,,,-0.637100814,-0.552873046,,,,,,,,,,,
1220,,,,-0.637100814,-0.526827834,,,,,,,,,,,
1221,,,,-0.637100814,-0.500782623,,,,,,,,,,,
1222,,,,-0.637100814,-0.474737411,,,,,,,,,,,
1223,,,,-0.637100814,-0.4486922,,,,,,,,,,,
1224,,,,-0.637100814,-0.422646989,,,,,,,,,,,
1225,,,,-0.637100814,-0.318466143,,,,,,,,,,,
1226,,,,-0.637100814,-0.188240086,,,,,,,,,,,
1227,,,,-0.637100814,-0.084059241,,,,,,,,,,,
1228,,,,-0.637100814,-0.058014029,,,,,,,,,,,
1229,,,,-0.637100814,-0.031968818,,,,,,,,,,,
1230,,,,-0.637100814,0.046166816,,,,,,,,,,,
1231,,,,-0.637100814,0.072212028,,,,,,,,,,,
1232,,,,-0.637100814,0.150347662,,,,,,,,,,,
1233,,,,-0.637100814,0.280573719,,,,,,,,,,,
1234,,,,-0.637100814,0.436844987,,,,,,,,,,,
1235,,,,-0.637100814,0.462890198,,,,,,,,,,,
1236,,,,-0.637100814,0.48893541,,,,,,,,,,,
1237,,,,-0.637100814,0.514980621,,,,,,,,,,,
1238,,,,-0.637100814,0.541025832,,,,,,,,,,,
1239,,,,-0.637100814,0.567071044,,,,,,,,,,,
1240,,,,-0.637100814,0.593116255,,,,,,,,,,,
1241,,,,-0.637100814,0.619161467,,,,,,,,,,,
1242,,,,-0.637100814,0.645206678,,,,,,,,,,,
1243,,,,-0.637100814,0.671251889,,,,,,,,,,,
1244,,,,-0.637100814,0.697297101,,,,,,,,,,,
1245,,,,-0.637100814,0.723342312,,,,,,,,,,,
1246,,,,-0.637100814,0.749387523,,,,,,,,,,,
1247,,,,-0.611055603,-0.787279948,,,,,,,,,,,
1248,,,,-0.611055603,-0.761234737,,,,,,,,,,,
1249,,,,-0.611055603,-0.735189525,,,,,,,,,,,
1250,,,,-0.611055603,-0.709144314,,,,,,,,,,,
1251,,,,-0.611055603,-0.683099102,,,,,,,,,,,
1252,,,,-0.611055603,-0.657053891,,,,,,,,,,,
1253,,,,-0.611055603,-0.63100868,,,,,,,,,,,
1254,,,,-0.611055603,-0.604963468,,,,,,,,,,,
1255,,,,-0.611055603,-0.578918257,,,,,,,,,,,
1256,,,,-0.611055603,-0.552873046,,,,,,,,,,,
1257,,,,-0.611055603,-0.526827834,,,,,,,,,,,
1258,,,,-0.611055603,-0.500782623,,,,,,,,,,,
1259,,,,-0.611055603,-0.292420932,,,,,,,,,,,
1260,,,,-0.611055603,-0.214285298,,,,,,,,,,,
1261,,,,-0.611055603,-0.188240086,,,,,,,,,,,
1262,,,,-0.611055603,-0.110104452,,,,,,,,,,,
1263,,,,-0.611055603,-0.084059241,,,,,,,,,,,
1264,,,,-0.611055603,-0.058014029,,,,,,,,,,,
1265,,,,-0.611055603,-0.031968818,,,,,,,,,,,
1266,,,,-0.611055603,0.046166816,,,,,,,,,,,
1267,,,,-0.611055603,0.072212028,,,,,,,,,,,
1268,,,,-0.611055603,0.176392873,,,,,,,,,,,
1269,,,,-0.611055603,0.202438085,,,,,,,,,,,
1270,,,,-0.611055603,0.436844987,,,,,,,,,,,
1271,,,,-0.611055603,0.462890198,,,,,,,,,,,
1272,,,,-0.611055603,0.48893541,,,,,,,,,,,
1273,,,,-0.611055603,0.514980621,,,,,,,,,,,
1274,,,,-0.611055603,0.541025832,,,,,,,,,,,
1275,,,,-0.611055603,0.567071044,,,,,,,,,,,
1276,,,,-0.611055603,0.593116255,,,,,,,,,,,
1277,,,,-0.611055603,0.619161467,,,,,,,,,,,
1278,,,,-0.611055603,0.645206678,,,,,,,,,,,
1279,,,,-0.611055603,0.671251889,,,,,,,,,,,
1280,,,,-0.611055603,0.697297101,,,,,,,,,,,
1281,,,,-0.611055603,0.723342312,,,,,,,,,,,
1282,,,,-0.611055603,0.749387523,,,,,,,,,,,
1283,,,,-0.585010391,-0.787279948,,,,,,,,,,,
1284,,,,-0.585010391,-0.761234737,,,,,,,,,,,
1285,,,,-0.585010391,-0.735189525,,,,,,,,,,,
1286,,,,-0.585010391,-0.709144314,,,,,,,,,,,
1287,,,,-0.585010391,-0.683099102,,,,,,,,,,,
1288,,,,-0.585010391,-0.657053891,,,,,,,,,,,
1289,,,,-0.585010391,-0.63100868,,,,,,,,,,,
1290,,,,-0.585010391,-0.604963468,,,,,,,,,,,
1291,,,,-0.585010391,-0.578918257,,,,,,,,,,,
1292,,,,-0.585010391,-0.552873046,,,,,,,,,,,
1293,,,,-0.585010391,-0.526827834,,,,,,,,,,,
1294,,,,-0.585010391,-0.500782623,,,,,,,,,,,
1295,,,,-0.585010391,-0.26637572,,,,,,,,,,,
1296,,,,-0.585010391,-0.240330509,,,,,,,,,,,
1297,,,,-0.585010391,-0.136149663,,,,,,,,,,,
1298,,,,-0.585010391,-0.110104452,,,,,,,,,,,
1299,,,,-0.585010391,-0.084059241,,,,,,,,,,,
1300,,,,-0.585010391,-0.058014029,,,,,,,,,,,
1301,,,,-0.585010391,-0.031968818,,,,,,,,,,,
1302,,,,-0.585010391,-0.005923607,,,,,,,,,,,
1303,,,,-0.585010391,0.12430245,,,,,,,,,,,
1304,,,,-0.585010391,0.150347662,,,,,,,,,,,
1305,,,,-0.585010391,0.228483296,,,,,,,,,,,
1306,,,,-0.585010391,0.48893541,,,,,,,,,,,
1307,,,,-0.585010391,0.514980621,,,,,,,,,,,
1308,,,,-0.585010391,0.541025832,,,,,,,,,,,
1309,,,,-0.585010391,0.567071044,,,,,,,,,,,
1310,,,,-0.585010391,0.593116255,,,,,,,,,,,
1311,,,,-0.585010391,0.619161467,,,,,,,,,,,
