Instance,x,y,class,Pred_class,Matches,Pie,Mixnew,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,class_new,Stress
538,0.179823134,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
539,0.179823134,0.00227664,dummy,dummy,Match,,,,,,,dummy,
540,0.179823134,0.050068311,dummy,dummy,Match,,,,,,,dummy,
541,0.179823134,0.097859982,dummy,dummy,Match,,,,,,,dummy,
542,0.179823134,0.145651653,dummy,dummy,Match,,,,,,,dummy,
543,0.179823134,0.193443323,dummy,dummy,Match,,,,,,,dummy,
544,0.179823134,0.241234994,dummy,dummy,Match,,,,,,,dummy,
545,0.179823134,0.289026665,dummy,dummy,Match,,,,,,,dummy,
546,0.179823134,0.336818335,dummy,dummy,Match,,,,,,,dummy,
547,0.179823134,0.384610006,dummy,dummy,Match,,,,,,,dummy,
548,0.179823134,0.432401677,dummy,dummy,Match,,,,,,,dummy,
549,0.179823134,0.480193348,dummy,dummy,Match,,,,,,,dummy,
550,0.179823134,0.527985018,dummy,dummy,Match,,,,,,,dummy,
551,0.179823134,0.575776689,dummy,dummy,Match,,,,,,,dummy,
552,0.227614805,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
553,0.227614805,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
554,0.227614805,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
555,0.227614805,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
556,0.227614805,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
557,0.227614805,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
558,0.227614805,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
559,0.227614805,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
560,0.227614805,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
561,0.227614805,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
562,0.227614805,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
563,0.227614805,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
564,0.227614805,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
565,0.227614805,0.00227664,dummy,dummy,Match,,,,,,,dummy,
566,0.227614805,0.050068311,dummy,dummy,Match,,,,,,,dummy,
567,0.227614805,0.097859982,dummy,dummy,Match,,,,,,,dummy,
568,0.227614805,0.145651653,dummy,dummy,Match,,,,,,,dummy,
569,0.227614805,0.193443323,dummy,dummy,Match,,,,,,,dummy,
570,0.227614805,0.241234994,dummy,dummy,Match,,,,,,,dummy,
571,0.227614805,0.289026665,dummy,dummy,Match,,,,,,,dummy,
572,0.227614805,0.336818335,dummy,dummy,Match,,,,,,,dummy,
573,0.227614805,0.384610006,dummy,dummy,Match,,,,,,,dummy,
574,0.227614805,0.432401677,dummy,dummy,Match,,,,,,,dummy,
575,0.227614805,0.480193348,dummy,dummy,Match,,,,,,,dummy,
576,0.227614805,0.527985018,dummy,dummy,Match,,,,,,,dummy,
577,0.227614805,0.575776689,dummy,dummy,Match,,,,,,,dummy,
578,0.275406475,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
579,0.275406475,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
580,0.275406475,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
581,0.275406475,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
582,0.275406475,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
583,0.275406475,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
584,0.275406475,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
585,0.275406475,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
586,0.275406475,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
587,0.275406475,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
588,0.275406475,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
589,0.275406475,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
590,0.275406475,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
591,0.275406475,0.00227664,dummy,dummy,Match,,,,,,,dummy,
592,0.275406475,0.050068311,dummy,dummy,Match,,,,,,,dummy,
593,0.275406475,0.097859982,dummy,dummy,Match,,,,,,,dummy,
594,0.275406475,0.145651653,dummy,dummy,Match,,,,,,,dummy,
595,0.275406475,0.193443323,dummy,dummy,Match,,,,,,,dummy,
596,0.275406475,0.241234994,dummy,dummy,Match,,,,,,,dummy,
597,0.275406475,0.289026665,dummy,dummy,Match,,,,,,,dummy,
598,0.275406475,0.336818335,dummy,dummy,Match,,,,,,,dummy,
599,0.275406475,0.384610006,dummy,dummy,Match,,,,,,,dummy,
600,0.275406475,0.432401677,dummy,dummy,Match,,,,,,,dummy,
601,0.275406475,0.480193348,dummy,dummy,Match,,,,,,,dummy,
602,0.275406475,0.527985018,dummy,dummy,Match,,,,,,,dummy,
603,0.275406475,0.575776689,dummy,dummy,Match,,,,,,,dummy,
604,0.323198146,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
605,0.323198146,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
606,0.323198146,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
607,0.323198146,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
608,0.323198146,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
609,0.323198146,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
610,0.323198146,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
611,0.323198146,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
612,0.323198146,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
613,0.323198146,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
614,0.323198146,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
615,0.323198146,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
616,0.323198146,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
617,0.323198146,0.00227664,dummy,dummy,Match,,,,,,,dummy,
618,0.323198146,0.050068311,dummy,dummy,Match,,,,,,,dummy,
619,0.323198146,0.097859982,dummy,dummy,Match,,,,,,,dummy,
620,0.323198146,0.145651653,dummy,dummy,Match,,,,,,,dummy,
621,0.323198146,0.193443323,dummy,dummy,Match,,,,,,,dummy,
622,0.323198146,0.241234994,dummy,dummy,Match,,,,,,,dummy,
623,0.323198146,0.289026665,dummy,dummy,Match,,,,,,,dummy,
624,0.323198146,0.336818335,dummy,dummy,Match,,,,,,,dummy,
625,0.323198146,0.384610006,dummy,dummy,Match,,,,,,,dummy,
626,0.323198146,0.432401677,dummy,dummy,Match,,,,,,,dummy,
627,0.323198146,0.480193348,dummy,dummy,Match,,,,,,,dummy,
628,0.323198146,0.527985018,dummy,dummy,Match,,,,,,,dummy,
629,0.323198146,0.575776689,dummy,dummy,Match,,,,,,,dummy,
630,0.370989817,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
631,0.370989817,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
632,0.370989817,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
633,0.370989817,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
634,0.370989817,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
635,0.370989817,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
636,0.370989817,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
637,0.370989817,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
638,0.370989817,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
639,0.370989817,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
640,0.370989817,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
641,0.370989817,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
642,0.370989817,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
643,0.370989817,0.00227664,dummy,dummy,Match,,,,,,,dummy,
644,0.370989817,0.050068311,dummy,dummy,Match,,,,,,,dummy,
645,0.370989817,0.097859982,dummy,dummy,Match,,,,,,,dummy,
646,0.370989817,0.145651653,dummy,dummy,Match,,,,,,,dummy,
647,0.370989817,0.193443323,dummy,dummy,Match,,,,,,,dummy,
648,0.370989817,0.241234994,dummy,dummy,Match,,,,,,,dummy,
649,0.370989817,0.289026665,dummy,dummy,Match,,,,,,,dummy,
650,0.370989817,0.336818335,dummy,dummy,Match,,,,,,,dummy,
651,0.370989817,0.384610006,dummy,dummy,Match,,,,,,,dummy,
652,0.370989817,0.432401677,dummy,dummy,Match,,,,,,,dummy,
653,0.370989817,0.480193348,dummy,dummy,Match,,,,,,,dummy,
654,0.370989817,0.527985018,dummy,dummy,Match,,,,,,,dummy,
655,0.370989817,0.575776689,dummy,dummy,Match,,,,,,,dummy,
656,0.418781488,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
657,0.418781488,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
658,0.418781488,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
659,0.418781488,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
660,0.418781488,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
661,0.418781488,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
662,0.418781488,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
663,0.418781488,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
664,0.418781488,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
665,0.418781488,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
666,0.418781488,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
667,0.418781488,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
668,0.418781488,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
669,0.418781488,0.00227664,dummy,dummy,Match,,,,,,,dummy,
670,0.418781488,0.050068311,dummy,dummy,Match,,,,,,,dummy,
671,0.418781488,0.097859982,dummy,dummy,Match,,,,,,,dummy,
672,0.418781488,0.145651653,dummy,dummy,Match,,,,,,,dummy,
673,0.418781488,0.193443323,dummy,dummy,Match,,,,,,,dummy,
674,0.418781488,0.241234994,dummy,dummy,Match,,,,,,,dummy,
675,0.418781488,0.289026665,dummy,dummy,Match,,,,,,,dummy,
676,0.418781488,0.336818335,dummy,dummy,Match,,,,,,,dummy,
677,0.418781488,0.384610006,dummy,dummy,Match,,,,,,,dummy,
678,0.418781488,0.432401677,dummy,dummy,Match,,,,,,,dummy,
679,0.418781488,0.480193348,dummy,dummy,Match,,,,,,,dummy,
680,0.418781488,0.527985018,dummy,dummy,Match,,,,,,,dummy,
681,0.418781488,0.575776689,dummy,dummy,Match,,,,,,,dummy,
682,0.466573158,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
683,0.466573158,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
684,0.466573158,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
685,0.466573158,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
686,0.466573158,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
687,0.466573158,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
688,0.466573158,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
689,0.466573158,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
690,0.466573158,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
691,0.466573158,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
692,0.466573158,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
693,0.466573158,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
694,0.466573158,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
695,0.466573158,0.00227664,dummy,dummy,Match,,,,,,,dummy,
696,0.466573158,0.050068311,dummy,dummy,Match,,,,,,,dummy,
697,0.466573158,0.097859982,dummy,dummy,Match,,,,,,,dummy,
698,0.466573158,0.145651653,dummy,dummy,Match,,,,,,,dummy,
699,0.466573158,0.193443323,dummy,dummy,Match,,,,,,,dummy,
700,0.466573158,0.241234994,dummy,dummy,Match,,,,,,,dummy,
701,0.466573158,0.289026665,dummy,dummy,Match,,,,,,,dummy,
702,0.466573158,0.336818335,dummy,dummy,Match,,,,,,,dummy,
703,0.466573158,0.384610006,dummy,dummy,Match,,,,,,,dummy,
704,0.466573158,0.432401677,dummy,dummy,Match,,,,,,,dummy,
705,0.466573158,0.480193348,dummy,dummy,Match,,,,,,,dummy,
706,0.466573158,0.527985018,dummy,dummy,Match,,,,,,,dummy,
707,0.466573158,0.575776689,dummy,dummy,Match,,,,,,,dummy,
708,0.514364829,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
709,0.514364829,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
710,0.514364829,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
711,0.514364829,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
712,0.514364829,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
713,0.514364829,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
714,0.514364829,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
715,0.514364829,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
716,0.514364829,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
717,0.514364829,0.00227664,dummy,dummy,Match,,,,,,,dummy,
718,0.514364829,0.050068311,dummy,dummy,Match,,,,,,,dummy,
719,0.514364829,0.097859982,dummy,dummy,Match,,,,,,,dummy,
720,0.514364829,0.145651653,dummy,dummy,Match,,,,,,,dummy,
721,0.514364829,0.193443323,dummy,dummy,Match,,,,,,,dummy,
722,0.514364829,0.241234994,dummy,dummy,Match,,,,,,,dummy,
723,0.514364829,0.289026665,dummy,dummy,Match,,,,,,,dummy,
724,0.514364829,0.336818335,dummy,dummy,Match,,,,,,,dummy,
725,0.514364829,0.384610006,dummy,dummy,Match,,,,,,,dummy,
726,0.514364829,0.432401677,dummy,dummy,Match,,,,,,,dummy,
727,0.514364829,0.480193348,dummy,dummy,Match,,,,,,,dummy,
728,0.514364829,0.527985018,dummy,dummy,Match,,,,,,,dummy,
729,0.514364829,0.575776689,dummy,dummy,Match,,,,,,,dummy,
730,0.5621565,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
731,0.5621565,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
732,0.5621565,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
733,0.5621565,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
734,0.5621565,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
735,0.5621565,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
736,0.5621565,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
737,0.5621565,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
738,0.5621565,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
739,0.5621565,0.00227664,dummy,dummy,Match,,,,,,,dummy,
740,0.5621565,0.050068311,dummy,dummy,Match,,,,,,,dummy,
741,0.5621565,0.097859982,dummy,dummy,Match,,,,,,,dummy,
742,0.5621565,0.145651653,dummy,dummy,Match,,,,,,,dummy,
743,0.5621565,0.193443323,dummy,dummy,Match,,,,,,,dummy,
744,0.5621565,0.241234994,dummy,dummy,Match,,,,,,,dummy,
745,0.5621565,0.289026665,dummy,dummy,Match,,,,,,,dummy,
746,0.5621565,0.336818335,dummy,dummy,Match,,,,,,,dummy,
747,0.5621565,0.384610006,dummy,dummy,Match,,,,,,,dummy,
748,0.5621565,0.432401677,dummy,dummy,Match,,,,,,,dummy,
749,0.5621565,0.480193348,dummy,dummy,Match,,,,,,,dummy,
750,0.5621565,0.527985018,dummy,dummy,Match,,,,,,,dummy,
751,0.5621565,0.575776689,dummy,dummy,Match,,,,,,,dummy,
752,0.60994817,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
753,0.60994817,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
754,0.60994817,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
755,0.60994817,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
756,0.60994817,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
757,0.60994817,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
758,0.60994817,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
759,0.60994817,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
760,0.60994817,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
761,0.60994817,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
762,0.60994817,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
763,0.60994817,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
764,0.60994817,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
765,0.60994817,0.00227664,dummy,dummy,Match,,,,,,,dummy,
766,0.60994817,0.145651653,dummy,dummy,Match,,,,,,,dummy,
767,0.60994817,0.193443323,dummy,dummy,Match,,,,,,,dummy,
768,0.60994817,0.241234994,dummy,dummy,Match,,,,,,,dummy,
769,0.60994817,0.289026665,dummy,dummy,Match,,,,,,,dummy,
770,0.60994817,0.336818335,dummy,dummy,Match,,,,,,,dummy,
771,0.60994817,0.384610006,dummy,dummy,Match,,,,,,,dummy,
772,0.60994817,0.432401677,dummy,dummy,Match,,,,,,,dummy,
773,0.60994817,0.480193348,dummy,dummy,Match,,,,,,,dummy,
774,0.60994817,0.527985018,dummy,dummy,Match,,,,,,,dummy,
775,0.60994817,0.575776689,dummy,dummy,Match,,,,,,,dummy,
