x,y,class_pred,class_orig,Matches,Instance,Mixnew,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
-0.627785378,-0.22618325,5,6,Non,1516,"R18,R39,R69,R95,R131,R166,R185,R219,R247,R284",6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25
0.246518511,0.623988765,6,5,Non,1517,"R27,R58,R80,R109,R137,R162,R192,R234,R261,R277",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
0.564948784,0.172548197,6,6,Match,1518,"R21,R58,R85,R109,R140,R174,R192,R235,R262,R287",6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3
0.31408002,0.047861405,6,5,Non,1519,"R22,R50,R85,R107,R139,R173,R197,R226,R251,R287",7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5
-0.192988887,0.038653447,5,5,Match,1520,"R9,R39,R70,R92,R127,R167,R192,R223,R241,R284",6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2
0.564948784,0.172548197,6,6,Match,1521,"R21,R58,R85,R109,R140,R174,R192,R235,R262,R287",6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3
-0.259762613,0.263415331,5,4,Non,1522,"R9,R38,R67,R89,R126,R164,R180,R216,R238,R281",6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05
0.682478489,-0.34471819,6,5,Non,1523,"R27,R58,R80,R109,R137,R162,R192,R234,R261,R277",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
0.427134427,0.318141944,6,5,Non,1524,"R21,R55,R85,R107,R140,R174,R192,R229,R254,R287",6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4
-0.256853151,-0.416420153,6,6,Match,1525,"R21,R38,R70,R91,R127,R167,R185,R223,R247,R282",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10
-0.470713578,-0.36247394,5,5,Match,1526,"R18,R38,R69,R91,R127,R166,R185,R219,R247,R282",6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7
-0.470713578,-0.36247394,5,6,Non,1527,"R18,R38,R69,R91,R127,R166,R185,R219,R247,R282",6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6
0.510692314,0.289879874,6,6,Match,1528,"R27,R55,R85,R107,R140,R174,R192,R232,R259,R287",7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8
0.016599323,-0.772088088,6,6,Match,1529,"R22,R34,R65,R91,R123,R163,R195,R215,R246,R277",7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1
-0.08496022,-0.271065215,5,6,Non,1530,"R21,R41,R73,R92,R127,R167,R192,R222,R247,R284",7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2
0.456043314,0.060204002,6,6,Match,1531,"R27,R50,R85,R110,R139,R173,R193,R232,R259,R287",6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3
-0.14393022,-0.181509995,5,5,Match,1532,"R21,R39,R70,R92,R127,R167,R192,R223,R247,R284",6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2
-0.262490006,-0.431397011,5,6,Non,1533,"R21,R38,R70,R91,R127,R167,R185,R222,R247,R282",7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9
-0.300403124,-0.650418027,5,5,Match,1534,"R18,R40,R71,R89,R127,R161,R207,R217,R247,R271",8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9
0.572930714,0.444198286,6,7,Non,1535,"R27,R52,R85,R107,R148,R176,R193,R230,R254,R288",6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7
-0.466436373,-0.329717776,5,6,Non,1536,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7
0.551800211,0.189751433,6,6,Match,1537,"R21,R58,R85,R108,R140,R174,R192,R235,R261,R287",6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3
-0.188318552,-0.336126595,5,6,Non,1538,"R21,R38,R70,R92,R127,R167,R192,R222,R247,R282",5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2
0.545960435,0.473976382,6,5,Non,1539,"R27,R55,R85,R108,R148,R176,R193,R230,R254,R288",6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12
-0.113508474,-0.588659587,5,5,Match,1540,"R21,R40,R73,R91,R127,R162,R197,R222,R247,R277",7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9
0.587780593,0.44628464,6,6,Match,1541,"R27,R52,R85,R108,R148,R176,R193,R230,R254,R288",6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6
0.19340993,0.616060721,6,7,Non,1542,"R25,R58,R80,R110,R137,R156,R192,R234,R263,R274",7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9
0.428926013,0.36188971,6,6,Match,1543,"R3,R55,R85,R107,R140,R174,R192,R228,R254,R287",6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75
0.40943337,0.261265,6,6,Match,1544,"R3,R55,R85,R115,R140,R174,R197,R229,R255,R287",11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4
0.521045063,-0.256177877,6,7,Non,1545,"R31,R50,R85,R117,R134,R156,R199,R233,R259,R275",8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2
-0.202146092,-0.387808585,5,6,Non,1546,"R21,R38,R70,R92,R127,R167,R197,R222,R247,R282",6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1
-0.188318552,-0.336126595,5,5,Match,1547,"R21,R38,R70,R92,R127,R167,R192,R222,R247,R282",7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2
0.539499125,0.516340716,6,5,Non,1548,"R7,R51,R85,R108,R148,R176,R193,R230,R254,R288",6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1
0.191938025,0.430198138,5,5,Match,1549,"R15,R55,R85,R115,R140,R161,R197,R229,R255,R269",11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4
0.675082058,-0.246047299,7,8,Non,1550,"R31,R58,R85,R110,R134,R153,R199,R234,R261,R275",7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4
-0.489664326,0.415828616,5,5,Match,1551,"R15,R39,R67,R90,R126,R165,R183,R218,R239,R284",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5
-0.489664326,0.415828616,5,5,Match,1552,"R15,R39,R67,R90,R126,R165,R183,R218,R239,R284",7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4
0.587887246,0.314232278,6,6,Match,1553,"R27,R55,R85,R108,R140,R174,R193,R235,R262,R287",6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3
-0.545440322,-0.215009982,5,5,Match,1554,"R18,R39,R69,R90,R127,R166,R185,R219,R247,R284",7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4
0.490026656,0.344896066,6,6,Match,1555,"R27,R55,R85,R108,R140,R174,R192,R228,R254,R287",6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11
0.531546299,0.267825196,6,7,Non,1556,"R27,R57,R85,R107,R140,R174,R192,R232,R259,R287",7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55
-0.243416722,0.054113013,5,5,Match,1557,"R3,R39,R70,R92,R127,R167,R184,R222,R241,R284",6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9
0.490026656,0.344896066,6,6,Match,1558,"R27,R55,R85,R108,R140,R174,R192,R228,R254,R287",6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11
-0.353821112,0.646771939,5,5,Match,1559,"R15,R44,R72,R102,R133,R171,R206,R218,R239,R291",6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5
-0.226213904,0.658451867,5,5,Match,1560,"R9,R44,R72,R102,R129,R171,R184,R220,R241,R291",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
-0.226213904,0.658451867,5,5,Match,1561,"R9,R44,R72,R102,R129,R171,R184,R220,R241,R291",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
-0.226213904,0.658451867,5,5,Match,1562,"R9,R44,R72,R102,R129,R171,R184,R220,R241,R291",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
-0.285796856,0.436662761,5,5,Match,1563,"R9,R39,R67,R92,R126,R165,R184,R220,R241,R284",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
-0.285796856,0.436662761,5,5,Match,1564,"R9,R39,R67,R92,R126,R165,R184,R220,R241,R284",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
-0.285796856,0.436662761,5,5,Match,1565,"R9,R39,R67,R92,R126,R165,R184,R220,R241,R284",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
0.604071056,0.209882416,6,6,Match,1566,"R27,R58,R85,R110,R140,R174,R192,R235,R262,R287",6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9
0.602182335,-0.479530492,6,6,Match,1567,"R29,R58,R80,R110,R137,R153,R199,R234,R261,R278",6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2
-0.285796856,0.436662761,5,5,Match,1568,"R9,R39,R67,R92,R126,R165,R184,R220,R241,R284",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
-0.48114323,-0.33372182,5,5,Match,1569,"R18,R38,R71,R90,R127,R166,R185,R219,R247,R282",7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2
0.480435618,0.520958119,6,6,Match,1570,"R5,R55,R85,R107,R146,R176,R193,R230,R254,R288",6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5
0.709358349,-0.140052935,6,6,Match,1571,"R31,R58,R85,R110,R148,R153,R200,R234,R261,R275",6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4
0.373255793,0.468188698,6,6,Match,1572,"R25,R55,R85,R107,R140,R150,R192,R232,R259,R275",6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1
-0.310873405,0.676230226,5,5,Match,1573,"R3,R44,R72,R102,R128,R171,R202,R218,R239,R291",7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5
0.63811976,0.367359935,6,6,Match,1574,"R27,R55,R85,R108,R148,R176,R193,R232,R259,R288",6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5
0.242067774,0.681221114,6,6,Match,1575,"R11,R55,R80,R107,R137,R160,R203,R229,R254,R266",5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5
0.686338108,0.00698911,6,6,Match,1576,"R31,R52,R85,R107,R148,R176,R198,R233,R259,R288",7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8
0.364545771,-0.53451495,6,6,Match,1577,"R30,R57,R76,R110,R137,R156,R195,R233,R260,R276",8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8
0.587778478,0.446287127,6,6,Match,1578,"R27,R52,R85,R108,R148,R176,R193,R230,R254,R288",6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9
0.530713417,0.257838146,6,6,Match,1579,"R27,R50,R85,R107,R140,R174,R193,R232,R259,R287",6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3
0.478344043,0.406764569,6,5,Non,1580,"R25,R55,R85,R108,R140,R174,R193,R229,R254,R287",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
0.682277159,0.263821779,6,6,Match,1581,"R31,R52,R85,R107,R148,R152,R198,R230,R254,R268",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9
0.478344046,0.406764567,6,5,Non,1582,"R25,R55,R85,R108,R140,R174,R193,R229,R254,R287",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
0.576112772,0.475279913,6,5,Non,1583,"R7,R52,R85,R108,R148,R176,R193,R230,R254,R288",6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9
-0.74430677,-0.068622892,5,5,Match,1584,"R18,R40,R72,R97,R129,R166,R186,R219,R249,R291",6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8
0.188136292,0.588292878,7,7,Match,1585,"R29,R58,R76,R110,R147,R153,R199,R234,R261,R275",6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6
0.694853109,-0.217857364,6,6,Match,1586,"R31,R58,R85,R110,R146,R153,R199,R234,R261,R275",7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5
0.612673506,-0.467860481,6,6,Match,1587,"R29,R58,R80,R110,R137,R154,R199,R234,R262,R277",7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4
0.554303112,0.293785453,6,6,Match,1588,"R27,R55,R85,R108,R140,R174,R192,R235,R261,R287",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9
0.737362388,0.035089927,6,6,Match,1589,"R31,R58,R85,R110,R148,R176,R203,R235,R262,R290",7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8
-0.59251058,0.380422876,5,5,Match,1590,"R15,R40,R71,R90,R133,R165,R183,R218,R239,R284",6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2
0.71411741,0.199487644,6,6,Match,1591,"R27,R58,R85,R110,R148,R176,R193,R235,R262,R288",6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6
0.518881746,0.507817306,6,6,Match,1592,"R10,R55,R85,R108,R148,R176,R193,R230,R254,R288",5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6
0.604071056,0.209882416,6,6,Match,1593,"R27,R58,R85,R110,R140,R174,R192,R235,R262,R287",6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
-0.536471587,-0.445890154,5,6,Non,1594,"R18,R40,R73,R90,R127,R166,R186,R219,R247,R282",6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5
0.370561373,0.363393997,6,5,Non,1595,"R9,R55,R85,R107,R140,R174,R192,R229,R254,R287",6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5
0.604071056,0.209882416,6,6,Match,1596,"R27,R58,R85,R110,R140,R174,R192,R235,R262,R287",5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2
0.604071056,0.209882416,6,6,Match,1597,"R27,R58,R85,R110,R140,R174,R192,R235,R262,R287",6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
-0.119257972,-0.372012938,6,5,Non,1598,"R21,R41,R73,R92,R127,R167,R192,R223,R247,R282",5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2
0.515624565,-0.452794049,6,6,Match,1599,"R30,R55,R79,R107,R137,R156,R195,R234,R261,R275",6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11
-0.750015913,-0.771147428,dummy,dummy,,1600,,,,,,,,,,,,
-0.750015913,-0.749721791,dummy,dummy,,1601,,,,,,,,,,,,
-0.750015913,-0.728296154,dummy,dummy,,1602,,,,,,,,,,,,
-0.750015913,-0.706870516,dummy,dummy,,1603,,,,,,,,,,,,
-0.750015913,-0.685444879,dummy,dummy,,1604,,,,,,,,,,,,
-0.750015913,-0.664019241,dummy,dummy,,1605,,,,,,,,,,,,
-0.750015913,-0.642593604,dummy,dummy,,1606,,,,,,,,,,,,
-0.750015913,-0.621167967,dummy,dummy,,1607,,,,,,,,,,,,
-0.750015913,-0.599742329,dummy,dummy,,1608,,,,,,,,,,,,
-0.750015913,-0.578316692,dummy,dummy,,1609,,,,,,,,,,,,
-0.750015913,-0.556891054,dummy,dummy,,1610,,,,,,,,,,,,
-0.750015913,-0.535465417,dummy,dummy,,1611,,,,,,,,,,,,
-0.750015913,-0.514039779,dummy,dummy,,1612,,,,,,,,,,,,
-0.750015913,-0.492614142,dummy,dummy,,1613,,,,,,,,,,,,
-0.750015913,-0.471188505,dummy,dummy,,1614,,,,,,,,,,,,
-0.750015913,-0.449762867,dummy,dummy,,1615,,,,,,,,,,,,
-0.750015913,-0.42833723,dummy,dummy,,1616,,,,,,,,,,,,
-0.750015913,-0.406911592,dummy,dummy,,1617,,,,,,,,,,,,
-0.750015913,-0.385485955,dummy,dummy,,1618,,,,,,,,,,,,
-0.750015913,-0.364060318,dummy,dummy,,1619,,,,,,,,,,,,
-0.750015913,-0.34263468,dummy,dummy,,1620,,,,,,,,,,,,
-0.750015913,-0.321209043,dummy,dummy,,1621,,,,,,,,,,,,
-0.750015913,-0.299783405,dummy,dummy,,1622,,,,,,,,,,,,
-0.750015913,-0.278357768,dummy,dummy,,1623,,,,,,,,,,,,
-0.750015913,-0.256932131,dummy,dummy,,1624,,,,,,,,,,,,
-0.750015913,-0.235506493,dummy,dummy,,1625,,,,,,,,,,,,
-0.750015913,-0.214080856,dummy,dummy,,1626,,,,,,,,,,,,
-0.750015913,-0.192655218,dummy,dummy,,1627,,,,,,,,,,,,
-0.750015913,-0.171229581,dummy,dummy,,1628,,,,,,,,,,,,
-0.750015913,-0.106952669,dummy,dummy,,1629,,,,,,,,,,,,
-0.750015913,0.021601156,dummy,dummy,,1630,,,,,,,,,,,,
-0.750015913,0.193006255,dummy,dummy,,1631,,,,,,,,,,,,
-0.750015913,0.214431892,dummy,dummy,,1632,,,,,,,,,,,,
-0.750015913,0.23585753,dummy,dummy,,1633,,,,,,,,,,,,
-0.750015913,0.257283167,dummy,dummy,,1634,,,,,,,,,,,,
-0.750015913,0.278708805,dummy,dummy,,1635,,,,,,,,,,,,
-0.750015913,0.300134442,dummy,dummy,,1636,,,,,,,,,,,,
-0.750015913,0.321560079,dummy,dummy,,1637,,,,,,,,,,,,
-0.750015913,0.342985717,dummy,dummy,,1638,,,,,,,,,,,,
-0.750015913,0.364411354,dummy,dummy,,1639,,,,,,,,,,,,
-0.750015913,0.385836992,dummy,dummy,,1640,,,,,,,,,,,,
-0.750015913,0.407262629,dummy,dummy,,1641,,,,,,,,,,,,
-0.750015913,0.428688266,dummy,dummy,,1642,,,,,,,,,,,,
-0.750015913,0.450113904,dummy,dummy,,1643,,,,,,,,,,,,
-0.750015913,0.471539541,dummy,dummy,,1644,,,,,,,,,,,,
-0.750015913,0.492965179,dummy,dummy,,1645,,,,,,,,,,,,
-0.750015913,0.514390816,dummy,dummy,,1646,,,,,,,,,,,,
-0.750015913,0.535816453,dummy,dummy,,1647,,,,,,,,,,,,
-0.750015913,0.557242091,dummy,dummy,,1648,,,,,,,,,,,,
-0.750015913,0.578667728,dummy,dummy,,1649,,,,,,,,,,,,
-0.750015913,0.600093366,dummy,dummy,,1650,,,,,,,,,,,,
-0.750015913,0.621519003,dummy,dummy,,1651,,,,,,,,,,,,
-0.750015913,0.64294464,dummy,dummy,,1652,,,,,,,,,,,,
-0.750015913,0.664370278,dummy,dummy,,1653,,,,,,,,,,,,
-0.750015913,0.685795915,dummy,dummy,,1654,,,,,,,,,,,,
-0.750015913,0.707221553,dummy,dummy,,1655,,,,,,,,,,,,
-0.750015913,0.72864719,dummy,dummy,,1656,,,,,,,,,,,,
-0.750015913,0.750072827,dummy,dummy,,1657,,,,,,,,,,,,
-0.750015913,0.771498465,dummy,dummy,,1658,,,,,,,,,,,,
-0.728590276,-0.771147428,dummy,dummy,,1659,,,,,,,,,,,,
-0.728590276,-0.749721791,dummy,dummy,,1660,,,,,,,,,,,,
-0.728590276,-0.728296154,dummy,dummy,,1661,,,,,,,,,,,,
-0.728590276,-0.706870516,dummy,dummy,,1662,,,,,,,,,,,,
-0.728590276,-0.685444879,dummy,dummy,,1663,,,,,,,,,,,,
-0.728590276,-0.664019241,dummy,dummy,,1664,,,,,,,,,,,,
-0.728590276,-0.642593604,dummy,dummy,,1665,,,,,,,,,,,,
-0.728590276,-0.621167967,dummy,dummy,,1666,,,,,,,,,,,,
-0.728590276,-0.599742329,dummy,dummy,,1667,,,,,,,,,,,,
-0.728590276,-0.578316692,dummy,dummy,,1668,,,,,,,,,,,,
-0.728590276,-0.556891054,dummy,dummy,,1669,,,,,,,,,,,,
-0.728590276,-0.535465417,dummy,dummy,,1670,,,,,,,,,,,,
-0.728590276,-0.514039779,dummy,dummy,,1671,,,,,,,,,,,,
-0.728590276,-0.492614142,dummy,dummy,,1672,,,,,,,,,,,,
-0.728590276,-0.471188505,dummy,dummy,,1673,,,,,,,,,,,,
-0.728590276,-0.449762867,dummy,dummy,,1674,,,,,,,,,,,,
-0.728590276,-0.42833723,dummy,dummy,,1675,,,,,,,,,,,,
-0.728590276,-0.406911592,dummy,dummy,,1676,,,,,,,,,,,,
-0.728590276,-0.385485955,dummy,dummy,,1677,,,,,,,,,,,,
-0.728590276,-0.364060318,dummy,dummy,,1678,,,,,,,,,,,,
-0.728590276,-0.34263468,dummy,dummy,,1679,,,,,,,,,,,,
-0.728590276,-0.321209043,dummy,dummy,,1680,,,,,,,,,,,,
-0.728590276,-0.299783405,dummy,dummy,,1681,,,,,,,,,,,,
-0.728590276,-0.278357768,dummy,dummy,,1682,,,,,,,,,,,,
-0.728590276,-0.256932131,dummy,dummy,,1683,,,,,,,,,,,,
-0.728590276,-0.171229581,dummy,dummy,,1684,,,,,,,,,,,,
-0.728590276,-0.149803944,dummy,dummy,,1685,,,,,,,,,,,,
-0.728590276,-0.106952669,dummy,dummy,,1686,,,,,,,,,,,,
-0.728590276,0.128729343,dummy,dummy,,1687,,,,,,,,,,,,
-0.728590276,0.171580618,dummy,dummy,,1688,,,,,,,,,,,,
-0.728590276,0.193006255,dummy,dummy,,1689,,,,,,,,,,,,
-0.728590276,0.214431892,dummy,dummy,,1690,,,,,,,,,,,,
-0.728590276,0.23585753,dummy,dummy,,1691,,,,,,,,,,,,
-0.728590276,0.257283167,dummy,dummy,,1692,,,,,,,,,,,,
-0.728590276,0.278708805,dummy,dummy,,1693,,,,,,,,,,,,
-0.728590276,0.300134442,dummy,dummy,,1694,,,,,,,,,,,,
-0.728590276,0.321560079,dummy,dummy,,1695,,,,,,,,,,,,
-0.728590276,0.342985717,dummy,dummy,,1696,,,,,,,,,,,,
-0.728590276,0.364411354,dummy,dummy,,1697,,,,,,,,,,,,
-0.728590276,0.385836992,dummy,dummy,,1698,,,,,,,,,,,,
-0.728590276,0.407262629,dummy,dummy,,1699,,,,,,,,,,,,
-0.728590276,0.428688266,dummy,dummy,,1700,,,,,,,,,,,,
-0.728590276,0.450113904,dummy,dummy,,1701,,,,,,,,,,,,
-0.728590276,0.471539541,dummy,dummy,,1702,,,,,,,,,,,,
-0.728590276,0.492965179,dummy,dummy,,1703,,,,,,,,,,,,
-0.728590276,0.514390816,dummy,dummy,,1704,,,,,,,,,,,,
-0.728590276,0.535816453,dummy,dummy,,1705,,,,,,,,,,,,
-0.728590276,0.557242091,dummy,dummy,,1706,,,,,,,,,,,,
-0.728590276,0.578667728,dummy,dummy,,1707,,,,,,,,,,,,
-0.728590276,0.600093366,dummy,dummy,,1708,,,,,,,,,,,,
-0.728590276,0.621519003,dummy,dummy,,1709,,,,,,,,,,,,
-0.728590276,0.64294464,dummy,dummy,,1710,,,,,,,,,,,,
-0.728590276,0.664370278,dummy,dummy,,1711,,,,,,,,,,,,
-0.728590276,0.685795915,dummy,dummy,,1712,,,,,,,,,,,,
-0.728590276,0.707221553,dummy,dummy,,1713,,,,,,,,,,,,
-0.728590276,0.72864719,dummy,dummy,,1714,,,,,,,,,,,,
-0.728590276,0.750072827,dummy,dummy,,1715,,,,,,,,,,,,
-0.728590276,0.771498465,dummy,dummy,,1716,,,,,,,,,,,,
-0.707164638,-0.771147428,dummy,dummy,,1717,,,,,,,,,,,,
-0.707164638,-0.749721791,dummy,dummy,,1718,,,,,,,,,,,,
-0.707164638,-0.728296154,dummy,dummy,,1719,,,,,,,,,,,,
-0.707164638,-0.706870516,dummy,dummy,,1720,,,,,,,,,,,,
-0.707164638,-0.685444879,dummy,dummy,,1721,,,,,,,,,,,,
-0.707164638,-0.664019241,dummy,dummy,,1722,,,,,,,,,,,,
-0.707164638,-0.642593604,dummy,dummy,,1723,,,,,,,,,,,,
-0.707164638,-0.621167967,dummy,dummy,,1724,,,,,,,,,,,,
-0.707164638,-0.599742329,dummy,dummy,,1725,,,,,,,,,,,,
-0.707164638,-0.578316692,dummy,dummy,,1726,,,,,,,,,,,,
-0.707164638,-0.556891054,dummy,dummy,,1727,,,,,,,,,,,,
-0.707164638,-0.535465417,dummy,dummy,,1728,,,,,,,,,,,,
-0.707164638,-0.514039779,dummy,dummy,,1729,,,,,,,,,,,,
-0.707164638,-0.492614142,dummy,dummy,,1730,,,,,,,,,,,,
-0.707164638,-0.471188505,dummy,dummy,,1731,,,,,,,,,,,,
-0.707164638,-0.449762867,dummy,dummy,,1732,,,,,,,,,,,,
-0.707164638,-0.42833723,dummy,dummy,,1733,,,,,,,,,,,,
-0.707164638,-0.406911592,dummy,dummy,,1734,,,,,,,,,,,,
-0.707164638,-0.385485955,dummy,dummy,,1735,,,,,,,,,,,,
-0.707164638,-0.364060318,dummy,dummy,,1736,,,,,,,,,,,,
-0.707164638,-0.34263468,dummy,dummy,,1737,,,,,,,,,,,,
-0.707164638,-0.321209043,dummy,dummy,,1738,,,,,,,,,,,,
-0.707164638,-0.299783405,dummy,dummy,,1739,,,,,,,,,,,,
-0.707164638,-0.278357768,dummy,dummy,,1740,,,,,,,,,,,,
-0.707164638,-0.256932131,dummy,dummy,,1741,,,,,,,,,,,,
-0.707164638,-0.192655218,dummy,dummy,,1742,,,,,,,,,,,,
-0.707164638,-0.171229581,dummy,dummy,,1743,,,,,,,,,,,,
-0.707164638,-0.128378306,dummy,dummy,,1744,,,,,,,,,,,,
-0.707164638,-0.106952669,dummy,dummy,,1745,,,,,,,,,,,,
-0.707164638,-0.085527031,dummy,dummy,,1746,,,,,,,,,,,,
-0.707164638,-0.021250119,dummy,dummy,,1747,,,,,,,,,,,,
-0.707164638,0.021601156,dummy,dummy,,1748,,,,,,,,,,,,
-0.707164638,0.043026793,dummy,dummy,,1749,,,,,,,,,,,,
-0.707164638,0.06445243,dummy,dummy,,1750,,,,,,,,,,,,
-0.707164638,0.085878068,dummy,dummy,,1751,,,,,,,,,,,,
-0.707164638,0.107303705,dummy,dummy,,1752,,,,,,,,,,,,
-0.707164638,0.128729343,dummy,dummy,,1753,,,,,,,,,,,,
-0.707164638,0.15015498,dummy,dummy,,1754,,,,,,,,,,,,
-0.707164638,0.171580618,dummy,dummy,,1755,,,,,,,,,,,,
-0.707164638,0.193006255,dummy,dummy,,1756,,,,,,,,,,,,
-0.707164638,0.214431892,dummy,dummy,,1757,,,,,,,,,,,,
-0.707164638,0.23585753,dummy,dummy,,1758,,,,,,,,,,,,
-0.707164638,0.278708805,dummy,dummy,,1759,,,,,,,,,,,,
