Instance,Pred_class,class,Matches,variance,skewness,curtosis,entropy,Mixnew,Stress,x,y
1079,1,1,Match,-0.37013,-5.554,4.7749,1.547,"R6,R21,R31,R47,R61,R79,R96,R108,R129,R152,R162,R177",0.308840447,0.012626558,-0.444973526
1080,1,1,Match,0.12126,0.22347,-0.47327,0.97024,"R3,R21,R33,R47,R57,R79,R94,R107,R123,R152,R160,R178",0.256951756,0.458469582,-0.130318871
1081,1,1,Match,-0.27068,3.2674,-3.5562,-3.0888,"R1,R20,R33,R48,R57,R79,R91,R106,R123,R153,R160,R178",0.27668356,0.667448557,-0.097526045
1082,1,1,Match,-5.119,6.6486,-0.049987,-6.5206,"R8,R24,R42,R54,R58,R75,R101,R115,R121,R140,R172,R183",0.408152855,0.72892138,0.046512695
1083,1,1,Match,-1.3946,2.3134,-0.44499,-1.4905,"R3,R21,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.213562285,0.513383147,-0.268304393
1084,1,1,Match,-0.69879,-3.3771,4.1211,1.5043,"R3,R21,R31,R47,R61,R79,R98,R103,R127,R141,R163,R178",0.251024102,0.29341552,-0.542779285
1085,1,1,Match,-1.48,-10.5244,9.9176,-0.5026,"R6,R27,R29,R56,R61,R79,R100,R103,R128,R140,R162,R177",0.256454677,-0.074755058,-0.625396075
1086,1,1,Match,-2.6649,-12.813,12.6689,-1.9082,"R4,R27,R29,R56,R60,R79,R100,R103,R128,R140,R162,R177",0.265041412,-0.110123785,-0.619172511
1087,1,1,Match,-0.62684,-6.301,4.7843,1.106,"R6,R21,R31,R47,R61,R79,R96,R103,R127,R141,R162,R177",0.265933813,0.118000152,-0.630444821
1088,1,1,Match,0.518,0.25865,-0.84085,0.96118,"R10,R21,R33,R49,R71,R85,R94,R107,R123,R152,R160,R179",0.323774923,0.686641207,0.124979495
1089,1,1,Match,0.64376,3.764,-4.4738,-4.0483,"R10,R18,R33,R49,R66,R82,R91,R106,R123,R150,R160,R186",0.338856406,0.740808338,0.141530926
1090,1,1,Match,-2.9821,4.1986,-0.5898,-3.9642,"R3,R20,R29,R48,R57,R75,R91,R105,R121,R140,R160,R178",0.273203266,0.596636347,-0.26326817
1091,1,1,Match,-1.4628,-1.5706,2.4357,0.49826,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1092,1,1,Match,-1.7101,-8.7903,7.9735,-0.45475,"R4,R21,R29,R47,R61,R79,R96,R103,R128,R140,R162,R177",0.22020705,0.043808315,-0.56371235
1093,1,1,Match,-1.5572,-9.8808,8.1088,-1.0806,"R4,R21,R29,R47,R60,R79,R96,R103,R128,R140,R162,R177",0.235337394,0.023511897,-0.554265819
1094,0,1,NonMatch,0.74428,-3.7723,1.6131,1.5754,"R12,R21,R34,R50,R72,R85,R99,R107,R129,R155,R158,R188",0.320346936,0.542948675,0.398644651
1095,1,1,Match,2.0177,1.7982,-2.9581,0.2099,"R15,R22,R39,R51,R74,R90,R91,R113,R136,R155,R170,R192",0.313694044,0.347669316,0.593968106
1096,1,1,Match,1.164,3.913,-4.5544,-3.8672,"R10,R18,R36,R49,R66,R82,R91,R110,R133,R150,R161,R186",0.400877837,-0.480352775,-0.513287555
1097,1,1,Match,-4.3667,6.0692,0.57208,-5.4668,"R3,R25,R42,R55,R58,R75,R101,R115,R125,R140,R174,R183",0.344660449,-0.368033475,-0.442075571
1098,1,1,Match,-2.5919,-1.0553,3.8949,0.77757,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R141,R164,R178",0.239919772,0.265914235,-0.520061024
1099,1,1,Match,-1.8046,-6.8141,6.7019,1.1681,"R4,R21,R31,R47,R61,R79,R96,R103,R127,R141,R162,R177",0.254378701,0.08706864,-0.617505201
1100,1,1,Match,-0.71868,-5.7154,3.8298,1.0233,"R3,R21,R31,R47,R61,R79,R96,R103,R127,R141,R162,R177",0.249279686,0.154378796,-0.600078192
1101,1,1,Match,1.4378,0.66837,-2.0267,1.0271,"R10,R21,R37,R52,R71,R86,R94,R109,R138,R155,R168,R187",0.33348499,0.52778321,0.467384216
1102,1,1,Match,2.1943,4.5503,-4.976,-2.7254,"R15,R18,R36,R51,R73,R87,R92,R114,R135,R148,R169,R191",0.37803651,-0.599407813,-0.505971271
1103,1,1,Match,0.7376,4.8525,-4.7986,-5.6659,"R10,R18,R33,R49,R66,R82,R92,R106,R123,R148,R160,R186",0.416197804,-0.38842031,-0.47935946
1104,1,1,Match,-5.637,8.1261,0.13081,-5.0142,"R8,R24,R42,R54,R63,R75,R101,R115,R125,R144,R174,R183",0.412300219,0.70785344,0.358932118
1105,1,1,Match,-3.0193,1.7775,0.73745,-0.45346,"R3,R21,R29,R47,R57,R76,R98,R104,R127,R140,R160,R178",0.227904382,0.4269362,-0.40045202
1106,1,1,Match,-1.6706,-2.09,1.584,0.71162,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R141,R158,R178",0.237331837,0.275121457,-0.513866793
1107,1,1,Match,-0.1269,-1.1505,-0.95138,0.57843,"R3,R21,R33,R47,R57,R79,R91,R107,R123,R152,R158,R178",0.257806067,0.437491874,-0.143378417
1108,1,1,Match,1.2198,2.0982,-3.1954,0.12843,"R10,R21,R37,R51,R66,R82,R91,R110,R136,R155,R161,R187",0.334453687,0.646856826,0.254678495
1109,1,1,Match,1.4501,3.6067,-4.0557,-1.5966,"R10,R21,R37,R51,R66,R82,R91,R110,R136,R155,R168,R187",0.33283795,0.645030239,0.258715097
1110,1,1,Match,-0.40857,3.0977,-2.9607,-2.6892,"R1,R20,R29,R48,R57,R79,R91,R106,R121,R143,R160,R178",0.275016538,0.643213041,-0.171863835
1111,1,1,Match,-3.8952,3.8157,-0.31304,-3.8194,"R3,R20,R29,R48,R57,R75,R91,R105,R121,R140,R160,R178",0.273203266,0.596636347,-0.26326817
1112,1,1,Match,-6.3679,8.0102,0.4247,-3.2207,"R8,R24,R44,R54,R63,R75,R101,R118,R127,R144,R174,R183",0.359118096,-0.485994535,-0.596070589
1113,1,1,Match,-4.1429,2.7749,0.68261,-0.71984,"R3,R21,R29,R48,R57,R76,R98,R105,R127,R140,R160,R178",0.237621848,0.501074631,-0.371161588
1114,1,1,Match,-2.6864,-0.097265,0.61663,0.061192,"R3,R21,R30,R47,R57,R79,R98,R103,R127,R140,R158,R178",0.201821748,0.315612387,-0.44756561
1115,1,1,Match,-1.0555,0.79459,-1.6968,-0.46768,"R1,R21,R29,R47,R57,R79,R91,R104,R121,R140,R160,R178",0.218713625,0.457681701,-0.263893062
1116,1,1,Match,-0.29858,2.4769,-2.9512,-0.66165,"R1,R21,R33,R48,R57,R79,R91,R107,R121,R153,R160,R178",0.245562178,0.594427778,-0.116954297
1117,1,1,Match,-0.49948,1.7734,-2.2469,-0.68104,"R1,R21,R29,R47,R57,R79,R91,R104,R121,R140,R160,R178",0.218713625,0.457681701,-0.263893062
1118,1,1,Match,-1.9881,0.99945,-0.28562,-0.70044,"R3,R21,R29,R47,R57,R79,R91,R104,R121,R140,R160,R178",0.200809492,0.444679087,-0.295293375
1119,1,1,Match,-1.9389,1.5706,0.045979,-1.122,"R3,R21,R29,R47,R57,R79,R98,R104,R121,R140,R160,R178",0.19971031,0.42405956,-0.341732483
1120,1,1,Match,-1.4375,-1.8624,4.026,0.55127,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R163,R178",0.210956348,0.250336549,-0.480527339
1121,1,1,Match,-3.1875,-7.5756,11.8678,-0.57889,"R4,R27,R29,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.267004375,-0.129593728,-0.649131897
1122,1,1,Match,-4.6765,-5.6636,10.969,-0.33449,"R4,R27,R30,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.264007665,-0.123067217,-0.665360718
1123,1,1,Match,-2.0285,3.8468,-0.63435,-1.175,"R3,R21,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.213562285,0.513383147,-0.268304393
1124,1,1,Match,0.26637,0.73252,-0.67891,0.03533,"R3,R21,R33,R47,R57,R79,R91,R107,R123,R152,R160,R178",0.238379247,0.482470491,-0.135925749
1125,1,1,Match,-1.7589,-6.4624,8.4773,0.31981,"R4,R27,R30,R47,R61,R79,R100,R103,R128,R140,R162,R177",0.232403156,-0.025493498,-0.622760673
1126,1,1,Match,-3.5985,-13.6593,17.6052,-2.4927,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1127,1,1,Match,-3.3582,-7.2404,11.4419,-0.57113,"R4,R27,R29,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.267004375,-0.129593728,-0.649131897
1128,1,1,Match,-2.3629,-0.10554,1.9336,1.1358,"R3,R21,R31,R47,R61,R79,R98,R103,R127,R141,R158,R178",0.246218749,0.292217042,-0.528937274
1129,1,1,Match,-2.1802,3.3791,-1.2256,-2.6621,"R3,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.24690425,0.562459549,-0.26774806
1130,1,1,Match,-0.40951,-0.15521,0.060545,-0.088807,"R3,R21,R30,R47,R57,R79,R98,R107,R121,R143,R158,R178",0.255000448,0.425954091,-0.424210738
1131,1,1,Match,-2.2918,-7.257,7.9597,0.9211,"R4,R21,R32,R47,R61,R79,R96,R103,R128,R141,R162,R177",0.257119509,0.033855136,-0.620675918
1132,1,1,Match,-4.0214,-12.8006,15.6199,-0.95647,"R4,R27,R29,R56,R61,R75,R100,R103,R128,R140,R162,R177",0.265188489,-0.141123682,-0.634744745
1133,1,1,Match,-3.3884,-8.215,10.3315,0.98187,"R4,R27,R32,R56,R61,R76,R100,R103,R128,R141,R162,R177",0.282826214,-0.210054552,-0.685096131
1134,1,1,Match,-2.0046,-0.49457,1.333,1.6543,"R3,R21,R31,R47,R57,R79,R98,R103,R127,R141,R158,R178",0.241079051,0.353891354,-0.490568796
1135,1,1,Match,-1.7063,2.7956,-2.378,-2.3491,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1136,1,1,Match,-1.6386,3.3584,-1.7302,-3.5646,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1137,1,1,Match,-0.41645,0.32487,-0.33617,-0.36036,"R3,R21,R30,R47,R57,R79,R91,R107,R121,R143,R160,R178",0.231694632,0.434766985,-0.226186125
1138,1,1,Match,-1.5877,-6.6072,5.8022,0.31593,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1139,1,1,Match,-2.5961,-9.349,9.7942,-0.28018,"R4,R27,R30,R56,R61,R79,R100,R103,R128,R140,R162,R177",0.247556234,-0.072274198,-0.639656424
1140,1,1,Match,-1.5228,-6.4789,5.7568,0.87325,"R4,R21,R31,R47,R61,R79,R96,R103,R127,R141,R162,R177",0.254378701,0.08706864,-0.617505201
1141,1,1,Match,-0.53072,-0.097265,-0.21793,1.0426,"R3,R21,R31,R47,R57,R79,R98,R103,R121,R141,R158,R178",0.240390601,0.387981591,-0.462451843
1142,1,1,Match,-0.49081,2.8452,-3.6436,-3.1004,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1143,1,1,Match,-6.5773,6.8017,0.85483,-7.5344,"R8,R24,R42,R54,R63,R75,R101,R115,R125,R140,R172,R183",0.358789531,-0.433860393,-0.591105699
1144,1,1,Match,-2.4621,2.7645,-0.62578,-2.8573,"R3,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.24690425,0.562459549,-0.26774806
1145,1,1,Match,-1.3995,-1.9162,2.5154,0.59912,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1146,1,1,Match,-2.3221,-9.3304,9.233,-0.79871,"R4,R27,R29,R56,R61,R79,R100,R103,R128,R140,R162,R177",0.250913435,-0.081676802,-0.626538014
1147,1,1,Match,-3.73,-12.9723,12.9817,-2.684,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1148,1,1,Match,-1.6988,-7.1163,5.7902,0.16723,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1149,1,1,Match,-0.26654,-0.64562,-0.42014,0.89136,"R3,R21,R33,R47,R57,R79,R91,R107,R123,R152,R158,R178",0.257806067,0.437491874,-0.143378417
1150,1,1,Match,0.33325,3.3108,-4.5081,-4.012,"R1,R18,R33,R49,R57,R82,R91,R106,R123,R150,R160,R178",0.303173789,0.70528355,0.00015469
1151,1,1,Match,-4.2091,4.7283,-0.49126,-5.2159,"R3,R20,R29,R48,R57,R75,R92,R105,R121,R140,R160,R178",0.285657262,0.607685567,-0.294216415
1152,1,1,Match,-2.3142,-0.68494,1.9833,-0.44829,"R3,R21,R29,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.192348879,0.27046152,-0.465286915
1153,1,1,Match,-2.4835,-7.4494,6.8964,-0.64484,"R4,R21,R29,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.213400832,0.083512803,-0.55292643
1154,1,1,Match,-2.7611,-10.5099,9.0239,-1.9547,"R4,R27,R29,R56,R60,R79,R100,R103,R128,R140,R162,R177",0.265041412,-0.110123785,-0.619172511
1155,1,1,Match,-0.36025,-4.449,2.1067,0.94308,"R3,R21,R34,R47,R61,R79,R98,R107,R129,R152,R158,R178",0.284892867,0.267500091,-0.295723577
1156,1,1,Match,1.0117,0.9022,-2.3506,0.42714,"R10,R21,R37,R49,R68,R82,R91,R110,R136,R155,R160,R187",0.315462635,0.62850576,0.193249539
1157,1,1,Match,0.96708,3.8426,-4.9314,-4.1323,"R10,R18,R36,R49,R66,R82,R91,R110,R133,R148,R160,R186",0.412940654,-0.380972406,-0.479199374
1158,1,1,Match,-5.2049,7.259,0.070827,-7.3004,"R8,R24,R42,R54,R63,R75,R101,R115,R120,R140,R172,R183",0.357728561,-0.437019384,-0.591095903
1159,1,1,Match,-3.3203,-0.02691,2.9618,-0.44958,"R3,R21,R29,R47,R61,R76,R98,R103,R127,R140,R158,R178",0.223215006,0.277139453,-0.49729646
1160,1,1,Match,-2.565,-5.7899,6.0122,0.046968,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1161,1,1,Match,-1.5951,-6.572,4.7689,-0.94354,"R4,R21,R29,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.213400832,0.083512803,-0.55292643
1162,1,1,Match,0.7049,0.17174,-1.7859,0.36119,"R10,R21,R33,R49,R70,R84,R91,R107,R123,R155,R160,R187",0.294712717,0.573809791,0.159629844
1163,1,1,Match,1.7331,3.9544,-4.7412,-2.5017,"R10,R18,R36,R51,R66,R82,R91,R110,R135,R148,R169,R186",0.397830442,-0.509886834,-0.520542567
1164,1,1,Match,0.6818,4.8504,-5.2133,-6.1043,"R10,R18,R33,R49,R66,R82,R92,R106,R123,R148,R160,R186",0.351543657,0.74973879,0.180234366
1165,1,1,Match,-6.3364,9.2848,0.014275,-6.7844,"R8,R24,R42,R54,R63,R75,R101,R115,R121,R144,R172,R183",0.370594182,-0.486271495,-0.58165556
1166,1,1,Match,-3.8053,2.4273,0.6809,-1.0871,"R3,R21,R29,R48,R57,R75,R98,R105,R127,R140,R160,R178",0.238193305,0.499561242,-0.361527038
1167,1,1,Match,-2.1979,-2.1252,1.7151,0.45171,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1168,1,1,Match,-0.87874,-2.2121,-0.051701,0.099985,"R3,R21,R30,R47,R57,R79,R98,R103,R121,R140,R158,R178",0.201614697,0.337843662,-0.413360933
1169,1,1,Match,0.74067,1.7299,-3.1963,-0.1457,"R10,R21,R33,R49,R66,R82,R91,R107,R123,R155,R160,R187",0.301564471,0.615206706,0.148649099
1170,1,1,Match,0.98296,3.4226,-3.9692,-1.7116,"R10,R21,R37,R49,R66,R82,R91,R110,R136,R155,R160,R187",0.316348359,0.628420099,0.190114883
1171,1,1,Match,-0.3489,3.1929,-3.4054,-3.1832,"R1,R20,R33,R48,R57,R79,R91,R106,R121,R153,R160,R178",0.273968032,0.658806162,-0.12617683
1172,1,1,Match,-3.8552,3.5219,-0.38415,-3.8608,"R3,R20,R29,R48,R57,R75,R91,R105,R121,R140,R160,R178",0.273203266,0.596636347,-0.26326817
1173,1,1,Match,-6.9599,8.9931,0.2182,-4.572,"R8,R24,R42,R54,R63,R75,R101,R115,R125,R144,R174,R183",0.363626499,-0.523884019,-0.58082466
1174,1,1,Match,-4.7462,3.1205,1.075,-1.2966,"R3,R21,R29,R48,R57,R75,R98,R105,R127,R140,R160,R178",0.238193305,0.499561242,-0.361527038
1175,1,1,Match,-3.2051,-0.14279,0.97565,0.045675,"R3,R21,R30,R47,R57,R76,R98,R103,R127,R140,R158,R178",0.230259383,0.326838949,-0.471119582
1176,1,1,Match,-1.7549,-0.080711,-0.75774,-0.3707,"R3,R21,R30,R47,R57,R79,R91,R103,R121,R140,R158,R178",0.201196522,0.353904641,-0.36926901
1177,1,1,Match,-0.59587,2.4811,-2.8673,-0.89828,"R1,R21,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.229678171,0.535211046,-0.234036692
1178,1,1,Match,-0.89542,2.0279,-2.3652,-1.2746,"R1,R21,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.229678171,0.535211046,-0.234036692
1179,1,1,Match,-2.0754,1.2767,-0.64206,-1.2642,"R3,R21,R29,R47,R57,R79,R91,R104,R121,R140,R160,R178",0.200809492,0.444679087,-0.295293375
1180,1,1,Match,-3.2778,1.8023,0.1805,-2.3931,"R3,R20,R29,R47,R57,R75,R98,R104,R127,R140,R160,R178",0.254307297,0.483946924,-0.428199913
1181,1,1,Match,-2.2183,-1.254,2.9986,0.36378,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1182,1,1,Match,-3.5895,-6.572,10.5251,-0.16381,"R4,R27,R30,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.264007665,-0.123067217,-0.665360718
1183,1,1,Match,-5.0477,-5.8023,11.244,-0.3901,"R4,R27,R30,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.264007665,-0.123067217,-0.665360718
1184,1,1,Match,-3.5741,3.944,-0.07912,-2.1203,"R3,R20,R29,R48,R57,R75,R98,R105,R121,R140,R160,R178",0.272430225,0.577716734,-0.320830765
1185,1,1,Match,-0.7351,1.7361,-1.4938,-1.1582,"R3,R21,R29,R47,R57,R79,R91,R104,R121,R140,R160,R178",0.200809492,0.444679087,-0.295293375
1186,1,1,Match,-2.2617,-4.7428,6.3489,0.11162,"R4,R21,R30,R47,R61,R79,R98,R103,R127,R140,R162,R177",0.210224494,0.116718461,-0.549345393
1187,1,1,Match,-4.244,-13.0634,17.1116,-2.8017,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1188,1,1,Match,-4.0218,-8.304,12.555,-1.5099,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1189,1,1,Match,-3.0201,-0.67253,2.7056,0.85774,"R3,R21,R31,R47,R61,R76,R98,R103,R127,R141,R158,R178",0.270969629,0.298849742,-0.565587505
1190,1,1,Match,-2.4941,3.5447,-1.3721,-2.8483,"R3,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.24690425,0.562459549,-0.26774806
1191,1,1,Match,-0.83121,0.039307,0.05369,-0.23105,"R3,R21,R30,R47,R57,R79,R98,R103,R121,R140,R160,R178",0.185119647,0.366855431,-0.387739484
1192,1,1,Match,-2.5665,-6.8824,7.5416,0.70774,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R141,R162,R177",0.245723631,0.089174051,-0.601214934
1193,1,1,Match,-4.4018,-12.9371,15.6559,-1.6806,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1194,1,1,Match,-3.7573,-8.2916,10.3032,0.38059,"R4,R27,R30,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.264007665,-0.123067217,-0.665360718
1195,1,1,Match,-2.4725,-0.40145,1.4855,1.1189,"R3,R21,R31,R47,R61,R79,R98,R103,R127,R141,R158,R178",0.246218749,0.292217042,-0.528937274
1196,1,1,Match,-1.9725,2.8825,-2.3086,-2.3724,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1197,1,1,Match,-2.0149,3.6874,-1.9385,-3.8918,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1198,1,1,Match,-0.82053,0.65181,-0.48869,-0.52716,"R3,R21,R29,R47,R57,R79,R91,R103,R121,R140,R160,R178",0.18235554,0.408662433,-0.325707564
1199,1,1,Match,-1.7886,-6.3486,5.6154,0.42584,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1200,1,1,Match,-2.9138,-9.4711,9.7668,-0.60216,"R4,R27,R29,R56,R61,R76,R100,R103,R128,R140,R162,R177",0.267004375,-0.129593728,-0.649131897
1201,1,1,Match,-1.8343,-6.5907,5.6429,0.54998,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1202,1,1,Match,-0.8734,-0.033118,-0.20165,0.55774,"R3,R21,R30,R47,R57,R79,R98,R103,R121,R140,R158,R178",0.201614697,0.337843662,-0.413360933
1203,1,1,Match,-0.70346,2.957,-3.5947,-3.1457,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1204,1,1,Match,-6.7387,6.9879,0.67833,-7.5887,"R8,R24,R42,R54,R63,R75,R101,R115,R125,R140,R172,R183",0.358789531,-0.433860393,-0.591105699
1205,1,1,Match,-2.7723,3.2777,-0.9351,-3.1457,"R3,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.24690425,0.562459549,-0.26774806
1206,1,1,Match,-1.6641,-1.3678,1.997,0.52283,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1207,1,1,Match,-2.4349,-9.2497,8.9922,-0.50001,"R4,R27,R29,R56,R61,R79,R100,R103,R128,R140,R162,R177",0.250913435,-0.081676802,-0.626538014
1208,1,1,Match,-3.793,-12.7095,12.7957,-2.825,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1209,1,1,Match,-1.9551,-6.9756,5.5383,-0.12889,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1210,1,1,Match,-0.69078,-0.50077,-0.35417,0.47498,"R3,R21,R30,R47,R57,R79,R91,R103,R121,R140,R158,R178",0.201196522,0.353904641,-0.36926901
1211,1,1,Match,0.025013,3.3998,-4.4327,-4.2655,"R1,R18,R33,R48,R57,R79,R91,R106,R123,R150,R160,R178",0.283606713,0.669759559,-0.079825139
1212,1,1,Match,-4.3967,4.9601,-0.64892,-5.4719,"R3,R20,R29,R48,R57,R75,R92,R105,R121,R140,R160,R178",0.285657262,0.607685567,-0.294216415
1213,1,1,Match,-2.456,-0.24418,1.4041,-0.45863,"R3,R21,R29,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.192348879,0.27046152,-0.465286915
1214,1,1,Match,-2.62,-6.8555,6.2169,-0.62285,"R4,R21,R29,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.213400832,0.083512803,-0.55292643
1215,1,1,Match,-2.9662,-10.3257,8.784,-2.1138,"R4,R27,R29,R56,R60,R75,R100,R103,R128,R140,R162,R177",0.278823654,-0.173788145,-0.634888968
1216,1,1,Match,-0.71494,-4.4448,2.2241,0.49826,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1217,1,1,Match,0.6005,0.99945,-2.2126,0.097399,"R10,R21,R33,R49,R70,R84,R91,R107,R123,R152,R160,R187",0.304856768,0.629793848,0.115518603
1218,1,1,Match,0.61652,3.8944,-4.7275,-4.3948,"R10,R18,R33,R49,R66,R82,R91,R106,R123,R148,R160,R186",0.341230877,0.73703665,0.142453657
1219,1,1,Match,-5.4414,7.2363,0.10938,-7.5642,"R8,R24,R42,R54,R63,R75,R101,R115,R120,R140,R172,R183",0.418443701,0.712268013,0.166428602
1220,1,1,Match,-3.5798,0.45937,2.3457,-0.45734,"R3,R21,R29,R47,R61,R76,R98,R103,R127,R140,R160,R178",0.211164416,0.280531477,-0.432106494
1221,1,1,Match,-2.7769,-5.6967,5.9179,0.37671,"R4,R21,R30,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.220603057,0.092199917,-0.568737767
1222,1,1,Match,-1.8356,-6.7562,5.0585,-0.55044,"R4,R21,R29,R47,R61,R79,R96,R103,R127,R140,R162,R177",0.213400832,0.083512803,-0.55292643
1223,1,1,Match,0.30081,0.17381,-1.7542,0.48921,"R1,R21,R33,R49,R57,R84,R91,R107,R123,R152,R160,R178",0.269329428,0.598154769,0.001203644
1224,1,1,Match,1.3403,4.1323,-4.7018,-2.5987,"R10,R18,R36,R51,R66,R82,R91,R110,R135,R148,R165,R186",0.39775052,-0.507473951,-0.52079716
1225,1,1,Match,0.26877,4.987,-5.1508,-6.3913,"R1,R18,R33,R48,R57,R80,R92,R106,R123,R148,R160,R178",0.312964836,0.725963622,-0.027838895
1226,1,1,Match,-6.5235,9.6014,-0.25392,-6.9642,"R8,R24,R42,R54,R63,R75,R101,R115,R120,R146,R172,R184",0.360113472,-0.534960539,-0.580704821
1227,1,1,Match,-4.0679,2.4955,0.79571,-1.1039,"R3,R21,R29,R48,R57,R75,R98,R105,R127,R140,R160,R178",0.238193305,0.499561242,-0.361527038
1228,1,1,Match,-2.564,-1.7051,1.5026,0.32757,"R3,R21,R30,R47,R61,R79,R98,R103,R127,R140,R158,R178",0.206576191,0.263273772,-0.483091102
1229,1,1,Match,-1.3414,-1.9162,-0.15538,-0.11984,"R3,R21,R30,R47,R57,R79,R98,R103,R121,R140,R158,R178",0.201614697,0.337843662,-0.413360933
1230,1,1,Match,0.23874,2.0879,-3.3522,-0.66553,"R1,R21,R33,R48,R57,R79,R91,R107,R123,R153,R160,R178",0.250905617,0.602577605,-0.090363839
1231,1,1,Match,0.6212,3.6771,-4.0771,-2.0711,"R10,R20,R33,R49,R66,R82,R91,R106,R123,R153,R160,R187",0.326808267,0.736598082,0.118644122
1232,1,1,Match,-0.77848,3.4019,-3.4859,-3.5569,"R1,R20,R29,R48,R57,R79,R91,R105,R121,R140,R160,R178",0.26148981,0.589211961,-0.230560578
1233,1,1,Match,-4.1244,3.7909,-0.6532,-4.1802,"R3,R20,R29,R48,R57,R75,R91,R105,R121,R140,R160,R178",0.273203266,0.596636347,-0.26326817
1234,1,1,Match,-7.0421,9.2,0.25933,-4.6832,"R8,R24,R42,R54,R63,R75,R101,R115,R126,R144,R174,R183",0.360127783,-0.535038029,-0.569617732
1235,1,1,Match,-4.9462,3.5716,0.82742,-1.4957,"R3,R21,R29,R48,R57,R75,R98,R105,R127,R140,R160,R178",0.238193305,0.499561242,-0.361527038
1236,1,1,Match,-3.5359,0.30417,0.6569,-0.2957,"R3,R21,R30,R47,R57,R76,R98,R103,R127,R140,R160,R178",0.215399659,0.351904262,-0.43672712
